Logging to data/tb_logs/20260804_061817
---------------------------------
| rollout/           |          |
|    std                  | 0.0523       |
|    value_loss           | 0.932        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 567          |
|    ep_rew_mean          | 24.4         |
| time/                   |              |
|    fps                  | 11330        |
|    iterations           | 8            |
|    time_elapsed         | 92           |
|    total_timesteps      | 1048576      |
| train/                  |              |
|    approx_kl            | 0.0032127057 |
|    clip_fraction        | 0.13         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.7         |
|    explained_variance   | 0.295        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.63         |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00201     |
|    std                  | 0.0527       |
|    value_loss           | 0.831        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 591         |
|    ep_rew_mean          | 24.7        |
| time/                   |             |
|    fps                  | 11298       |
|    iterations           | 9           |
|    time_elapsed         | 104         |
|    total_timesteps      | 1179648     |
| train/                  |             |
|    approx_kl            | 0.003171415 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 36.5        |
|    explained_variance   | 0.361       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.57        |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.00186    |
|    std                  | 0.0531      |
|    value_loss           | 0.768       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 657          |
|    ep_rew_mean          | 27.9         |
| time/                   |              |
|    fps                  | 11268        |
|    iterations           | 10           |
|    time_elapsed         | 116          |
|    total_timesteps      | 1310720      |
| train/                  |              |
|    approx_kl            | 0.0032047294 |
|    clip_fraction        | 0.13         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.3         |
|    explained_variance   | 0.474        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.5          |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00197     |
|    std                  | 0.0535       |
|    value_loss           | 0.684        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 617          |
|    ep_rew_mean          | 26.1         |
| time/                   |              |
|    fps                  | 11239        |
|    iterations           | 11           |
|    time_elapsed         | 128          |
|    total_timesteps      | 1441792      |
| train/                  |              |
|    approx_kl            | 0.0031957333 |
|    clip_fraction        | 0.13         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.1         |
|    explained_variance   | 0.523        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.42         |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00206     |
|    std                  | 0.054        |
|    value_loss           | 0.628        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 594          |
|    ep_rew_mean          | 25.2         |
| time/                   |              |
|    fps                  | 11204        |
|    iterations           | 12           |
|    time_elapsed         | 140          |
|    total_timesteps      | 1572864      |
| train/                  |              |
|    approx_kl            | 0.0032464392 |
|    clip_fraction        | 0.132        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.9         |
|    explained_variance   | 0.626        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.35         |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.00206     |
|    std                  | 0.0544       |
|    value_loss           | 0.592        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 589         |
|    ep_rew_mean          | 25          |
| time/                   |             |
|    fps                  | 11204       |
|    iterations           | 13          |
|    time_elapsed         | 152         |
|    total_timesteps      | 1703936     |
| train/                  |             |
|    approx_kl            | 0.003135894 |
|    clip_fraction        | 0.128       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 35.7        |
|    explained_variance   | 0.657       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.3         |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.00195    |
|    std                  | 0.0549      |
|    value_loss           | 0.549       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 591         |
|    ep_rew_mean          | 25.5        |
| time/                   |             |
|    fps                  | 11190       |
|    iterations           | 14          |
|    time_elapsed         | 163         |
|    total_timesteps      | 1835008     |
| train/                  |             |
|    approx_kl            | 0.003297065 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 35.5        |
|    explained_variance   | 0.691       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.27        |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.00221    |
|    std                  | 0.0553      |
|    value_loss           | 0.519       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 612          |
|    ep_rew_mean          | 26.6         |
| time/                   |              |
|    fps                  | 11167        |
|    iterations           | 15           |
|    time_elapsed         | 176          |
|    total_timesteps      | 1966080      |
| train/                  |              |
|    approx_kl            | 0.0032174927 |
|    clip_fraction        | 0.131        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.3         |
|    explained_variance   | 0.692        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.25         |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.00201     |
|    std                  | 0.0558       |
|    value_loss           | 0.523        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 641          |
|    ep_rew_mean          | 27.7         |
| time/                   |              |
|    fps                  | 11144        |
|    iterations           | 16           |
|    time_elapsed         | 188          |
|    total_timesteps      | 2097152      |
| train/                  |              |
|    approx_kl            | 0.0032184473 |
|    clip_fraction        | 0.132        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.1         |
|    explained_variance   | 0.723        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.26         |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.00216     |
|    std                  | 0.0562       |
|    value_loss           | 0.494        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 582          |
|    ep_rew_mean          | 24.8         |
| time/                   |              |
|    fps                  | 11122        |
|    iterations           | 17           |
|    time_elapsed         | 200          |
|    total_timesteps      | 2228224      |
| train/                  |              |
|    approx_kl            | 0.0032781786 |
|    clip_fraction        | 0.132        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 34.9         |
|    explained_variance   | 0.743        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.29         |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.00223     |
|    std                  | 0.0567       |
|    value_loss           | 0.506        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 630          |
|    ep_rew_mean          | 27           |
| time/                   |              |
|    fps                  | 11098        |
|    iterations           | 18           |
|    time_elapsed         | 212          |
|    total_timesteps      | 2359296      |
| train/                  |              |
|    approx_kl            | 0.0031919684 |
|    clip_fraction        | 0.13         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 34.7         |
|    explained_variance   | 0.789        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.13         |
|    n_updates            | 170          |
|    policy_gradient_loss | -0.00233     |
|    std                  | 0.0571       |
|    value_loss           | 0.44         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 620          |
|    ep_rew_mean          | 27.1         |
| time/                   |              |
|    fps                  | 11081        |
|    iterations           | 19           |
|    time_elapsed         | 224          |
|    total_timesteps      | 2490368      |
| train/                  |              |
|    approx_kl            | 0.0032221195 |
|    clip_fraction        | 0.133        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 34.5         |
|    explained_variance   | 0.769        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.17         |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00205     |
|    std                  | 0.0576       |
|    value_loss           | 0.452        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 613          |
|    ep_rew_mean          | 26.4         |
| time/                   |              |
|    fps                  | 11079        |
|    iterations           | 20           |
|    time_elapsed         | 236          |
|    total_timesteps      | 2621440      |
| train/                  |              |
|    approx_kl            | 0.0032915522 |
|    clip_fraction        | 0.134        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 34.3         |
|    explained_variance   | 0.766        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.2          |
|    n_updates            | 190          |
|    policy_gradient_loss | -0.00223     |
|    std                  | 0.0581       |
|    value_loss           | 0.494        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 602          |
|    ep_rew_mean          | 25.9         |
| time/                   |              |
|    fps                  | 11071        |
|    iterations           | 21           |
|    time_elapsed         | 248          |
|    total_timesteps      | 2752512      |
| train/                  |              |
|    approx_kl            | 0.0032798846 |
|    clip_fraction        | 0.132        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 34.1         |
|    explained_variance   | 0.791        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.22         |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00237     |
|    std                  | 0.0586       |
|    value_loss           | 0.536        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 563          |
|    ep_rew_mean          | 24.3         |
| time/                   |              |
|    fps                  | 11049        |
|    iterations           | 22           |
|    time_elapsed         | 260          |
|    total_timesteps      | 2883584      |
| train/                  |              |
|    approx_kl            | 0.0031936616 |
|    clip_fraction        | 0.128        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 33.9         |
|    explained_variance   | 0.816        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.17         |
|    n_updates            | 210          |
|    policy_gradient_loss | -0.00215     |
|    std                  | 0.0591       |
|    value_loss           | 0.486        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 580          |
|    ep_rew_mean          | 24.9         |
| time/                   |              |
|    fps                  | 11048        |
|    iterations           | 23           |
|    time_elapsed         | 272          |
|    total_timesteps      | 3014656      |
| train/                  |              |
|    approx_kl            | 0.0032138852 |
|    clip_fraction        | 0.132        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 33.7         |
|    explained_variance   | 0.815        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.31         |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.00224     |
|    std                  | 0.0595       |
|    value_loss           | 0.586        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 584          |
|    ep_rew_mean          | 25.2         |
| time/                   |              |
|    fps                  | 11013        |
|    iterations           | 24           |
|    time_elapsed         | 285          |
|    total_timesteps      | 3145728      |
| train/                  |              |
|    approx_kl            | 0.0031133362 |
|    clip_fraction        | 0.126        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 33.5         |
|    explained_variance   | 0.826        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.21         |
|    n_updates            | 230          |
|    policy_gradient_loss | -0.00203     |
|    std                  | 0.06         |
|    value_loss           | 0.556        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 624          |
|    ep_rew_mean          | 27           |
| time/                   |              |
|    fps                  | 11007        |
|    iterations           | 25           |
|    time_elapsed         | 297          |
|    total_timesteps      | 3276800      |
| train/                  |              |
|    approx_kl            | 0.0031161278 |
|    clip_fraction        | 0.127        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 33.4         |
|    explained_variance   | 0.82         |
|    learning_rate        | 1e-05        |
|    loss                 | 2.25         |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00192     |
|    std                  | 0.0605       |
|    value_loss           | 0.59         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 625          |
|    ep_rew_mean          | 27           |
| time/                   |              |
|    fps                  | 11003        |
|    iterations           | 26           |
|    time_elapsed         | 309          |
|    total_timesteps      | 3407872      |
| train/                  |              |
|    approx_kl            | 0.0031359843 |
|    clip_fraction        | 0.125        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 33.2         |
|    explained_variance   | 0.825        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.21         |
|    n_updates            | 250          |
|    policy_gradient_loss | -0.00197     |
|    std                  | 0.061        |
|    value_loss           | 0.565        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 652          |
|    ep_rew_mean          | 28.4         |
| time/                   |              |
|    fps                  | 10994        |
|    iterations           | 27           |
|    time_elapsed         | 321          |
|    total_timesteps      | 3538944      |
| train/                  |              |
|    approx_kl            | 0.0031629647 |
|    clip_fraction        | 0.127        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 33           |
|    explained_variance   | 0.837        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.19         |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.00208     |
|    std                  | 0.0615       |
|    value_loss           | 0.563        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 617         |
|    ep_rew_mean          | 26.6        |
| time/                   |             |
|    fps                  | 10992       |
|    iterations           | 28          |
|    time_elapsed         | 333         |
|    total_timesteps      | 3670016     |
| train/                  |             |
|    approx_kl            | 0.003195412 |
|    clip_fraction        | 0.129       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 32.8        |
|    explained_variance   | 0.832       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.27        |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.00187    |
|    std                  | 0.062       |
|    value_loss           | 0.587       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 647          |
|    ep_rew_mean          | 27.6         |
| time/                   |              |
|    fps                  | 10988        |
|    iterations           | 29           |
|    time_elapsed         | 345          |
|    total_timesteps      | 3801088      |
| train/                  |              |
|    approx_kl            | 0.0031665743 |
|    clip_fraction        | 0.126        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 32.6         |
|    explained_variance   | 0.833        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.15         |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00191     |
|    std                  | 0.0625       |
|    value_loss           | 0.564        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 587         |
|    ep_rew_mean          | 25.3        |
| time/                   |             |
|    fps                  | 10981       |
|    iterations           | 30          |
|    time_elapsed         | 358         |
|    total_timesteps      | 3932160     |
| train/                  |             |
|    approx_kl            | 0.003155682 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 32.4        |
|    explained_variance   | 0.837       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.15        |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.0021     |
|    std                  | 0.063       |
|    value_loss           | 0.625       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 578          |
|    ep_rew_mean          | 24.9         |
| time/                   |              |
|    fps                  | 10976        |
|    iterations           | 31           |
|    time_elapsed         | 370          |
|    total_timesteps      | 4063232      |
| train/                  |              |
|    approx_kl            | 0.0031629638 |
|    clip_fraction        | 0.126        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 32.2         |
|    explained_variance   | 0.839        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.26         |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00195     |
|    std                  | 0.0635       |
|    value_loss           | 0.624        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 621          |
|    ep_rew_mean          | 26.5         |
| time/                   |              |
|    fps                  | 10965        |
|    iterations           | 32           |
|    time_elapsed         | 382          |
|    total_timesteps      | 4194304      |
| train/                  |              |
|    approx_kl            | 0.0031226324 |
|    clip_fraction        | 0.123        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 32           |
|    explained_variance   | 0.859        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.19         |
|    n_updates            | 310          |
|    policy_gradient_loss | -0.00194     |
|    std                  | 0.0641       |
|    value_loss           | 0.576        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 616         |
|    ep_rew_mean          | 26.5        |
| time/                   |             |
|    fps                  | 10961       |
|    iterations           | 33          |
|    time_elapsed         | 394         |
|    total_timesteps      | 4325376     |
| train/                  |             |
|    approx_kl            | 0.003260578 |
|    clip_fraction        | 0.128       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 31.8        |
|    explained_variance   | 0.855       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.23        |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.0022     |
|    std                  | 0.0646      |
|    value_loss           | 0.639       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 623          |
|    ep_rew_mean          | 26.8         |
| time/                   |              |
|    fps                  | 10954        |
|    iterations           | 34           |
|    time_elapsed         | 406          |
|    total_timesteps      | 4456448      |
| train/                  |              |
|    approx_kl            | 0.0030610338 |
|    clip_fraction        | 0.12         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 31.6         |
|    explained_variance   | 0.865        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.17         |
|    n_updates            | 330          |
|    policy_gradient_loss | -0.00199     |
|    std                  | 0.0651       |
|    value_loss           | 0.595        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 638          |
|    ep_rew_mean          | 27.2         |
| time/                   |              |
|    fps                  | 10948        |
|    iterations           | 35           |
|    time_elapsed         | 418          |
|    total_timesteps      | 4587520      |
| train/                  |              |
|    approx_kl            | 0.0030390732 |
|    clip_fraction        | 0.121        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 31.4         |
|    explained_variance   | 0.854        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.16         |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.00174     |
|    std                  | 0.0657       |
|    value_loss           | 0.636        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 661          |
|    ep_rew_mean          | 28.5         |
| time/                   |              |
|    fps                  | 10941        |
|    iterations           | 36           |
|    time_elapsed         | 431          |
|    total_timesteps      | 4718592      |
| train/                  |              |
|    approx_kl            | 0.0030758963 |
|    clip_fraction        | 0.12         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 31.2         |
|    explained_variance   | 0.858        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.18         |
|    n_updates            | 350          |
|    policy_gradient_loss | -0.00197     |
|    std                  | 0.0662       |
|    value_loss           | 0.601        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 649          |
|    ep_rew_mean          | 27.7         |
| time/                   |              |
|    fps                  | 10933        |
|    iterations           | 37           |
|    time_elapsed         | 443          |
|    total_timesteps      | 4849664      |
| train/                  |              |
|    approx_kl            | 0.0030921842 |
|    clip_fraction        | 0.122        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 31           |
|    explained_variance   | 0.849        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.26         |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.00185     |
|    std                  | 0.0668       |
|    value_loss           | 0.623        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 714          |
|    ep_rew_mean          | 30.5         |
| time/                   |              |
|    fps                  | 10929        |
|    iterations           | 38           |
|    time_elapsed         | 455          |
|    total_timesteps      | 4980736      |
| train/                  |              |
|    approx_kl            | 0.0031045857 |
|    clip_fraction        | 0.122        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 30.8         |
|    explained_variance   | 0.856        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.2          |
|    n_updates            | 370          |
|    policy_gradient_loss | -0.00215     |
|    std                  | 0.0673       |
|    value_loss           | 0.619        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 698          |
|    ep_rew_mean          | 30.1         |
| time/                   |              |
|    fps                  | 10934        |
|    iterations           | 39           |
|    time_elapsed         | 467          |
|    total_timesteps      | 5111808      |
| train/                  |              |
|    approx_kl            | 0.0030239355 |
|    clip_fraction        | 0.121        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 30.6         |
|    explained_variance   | 0.849        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.15         |
|    n_updates            | 380          |
|    policy_gradient_loss | -0.00184     |
|    std                  | 0.0679       |
|    value_loss           | 0.612        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 678          |
|    ep_rew_mean          | 29.2         |
| time/                   |              |
|    fps                  | 10940        |
|    iterations           | 40           |
|    time_elapsed         | 479          |
|    total_timesteps      | 5242880      |
| train/                  |              |
|    approx_kl            | 0.0030797587 |
|    clip_fraction        | 0.12         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 30.4         |
|    explained_variance   | 0.834        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.08         |
|    n_updates            | 390          |
|    policy_gradient_loss | -0.00182     |
|    std                  | 0.0684       |
|    value_loss           | 0.634        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 685         |
|    ep_rew_mean          | 29.5        |
| time/                   |             |
|    fps                  | 10945       |
|    iterations           | 41          |
|    time_elapsed         | 490         |
|    total_timesteps      | 5373952     |
| train/                  |             |
|    approx_kl            | 0.003053791 |
|    clip_fraction        | 0.121       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 30.2        |
|    explained_variance   | 0.857       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.14        |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.00207    |
|    std                  | 0.069       |
|    value_loss           | 0.588       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 656          |
|    ep_rew_mean          | 28.2         |
| time/                   |              |
|    fps                  | 10949        |
|    iterations           | 42           |
|    time_elapsed         | 502          |
|    total_timesteps      | 5505024      |
| train/                  |              |
|    approx_kl            | 0.0030614429 |
|    clip_fraction        | 0.12         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 30           |
|    explained_variance   | 0.855        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.15         |
|    n_updates            | 410          |
|    policy_gradient_loss | -0.00191     |
|    std                  | 0.0695       |
|    value_loss           | 0.609        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 643          |
|    ep_rew_mean          | 27.6         |
| time/                   |              |
|    fps                  | 10952        |
|    iterations           | 43           |
|    time_elapsed         | 514          |
|    total_timesteps      | 5636096      |
| train/                  |              |
|    approx_kl            | 0.0030255083 |
|    clip_fraction        | 0.119        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 29.8         |
|    explained_variance   | 0.859        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.09         |
|    n_updates            | 420          |
