Logging to ./data/gamma4/tb
---------------------------------
| rollout/           |          |
|    ep_len_mean          | 344          |
|    ep_rew_mean          | 17.5         |
| time/                   |              |
|    fps                  | 1884         |
|    iterations           | 20           |
|    time_elapsed         | 1390         |
|    total_timesteps      | 2621440      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0054924074 |
|    clip_fraction        | 0.282        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 21.4         |
|    explained_variance   | 0.815        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.27         |
|    n_updates            | 3250         |
|    policy_gradient_loss | -0.000178    |
|    std                  | 0.103        |
|    value_loss           | 1.23         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 343          |
|    ep_rew_mean          | 17.5         |
| time/                   |              |
|    fps                  | 1886         |
|    iterations           | 21           |
|    time_elapsed         | 1459         |
|    total_timesteps      | 2752512      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0052975705 |
|    clip_fraction        | 0.277        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 21.3         |
|    explained_variance   | 0.815        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.45         |
|    n_updates            | 3260         |
|    policy_gradient_loss | -0.000223    |
|    std                  | 0.103        |
|    value_loss           | 1.26         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 358          |
|    ep_rew_mean          | 18.1         |
| time/                   |              |
|    fps                  | 1887         |
|    iterations           | 22           |
|    time_elapsed         | 1527         |
|    total_timesteps      | 2883584      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0054999646 |
|    clip_fraction        | 0.279        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 21.2         |
|    explained_variance   | 0.827        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.3          |
|    n_updates            | 3270         |
|    policy_gradient_loss | -0.000205    |
|    std                  | 0.104        |
|    value_loss           | 1.23         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 331          |
|    ep_rew_mean          | 16.9         |
| time/                   |              |
|    fps                  | 1887         |
|    iterations           | 23           |
|    time_elapsed         | 1597         |
|    total_timesteps      | 3014656      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0055055004 |
|    clip_fraction        | 0.282        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 21.1         |
|    explained_variance   | 0.831        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.29         |
|    n_updates            | 3280         |
|    policy_gradient_loss | -0.000552    |
|    std                  | 0.104        |
|    value_loss           | 1.14         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 345         |
|    ep_rew_mean          | 17          |
| time/                   |             |
|    fps                  | 1887        |
|    iterations           | 24          |
|    time_elapsed         | 1666        |
|    total_timesteps      | 3145728     |
| train/                  |             |
|    adaptive_lr          | 5e-05       |
|    approx_kl            | 0.005206506 |
|    clip_fraction        | 0.279       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 21          |
|    explained_variance   | 0.823       |
|    learning_rate        | 5e-05       |
|    loss                 | 1.64        |
|    n_updates            | 3290        |
|    policy_gradient_loss | -1.95e-07   |
|    std                  | 0.104       |
|    value_loss           | 1.23        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 322          |
|    ep_rew_mean          | 16.3         |
| time/                   |              |
|    fps                  | 1888         |
|    iterations           | 25           |
|    time_elapsed         | 1735         |
|    total_timesteps      | 3276800      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0053066644 |
|    clip_fraction        | 0.276        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 21           |
|    explained_variance   | 0.835        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.38         |
|    n_updates            | 3300         |
|    policy_gradient_loss | -0.000345    |
|    std                  | 0.105        |
|    value_loss           | 1.2          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 340          |
|    ep_rew_mean          | 17           |
| time/                   |              |
|    fps                  | 1888         |
|    iterations           | 26           |
|    time_elapsed         | 1804         |
|    total_timesteps      | 3407872      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0055043385 |
|    clip_fraction        | 0.279        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 20.9         |
|    explained_variance   | 0.839        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.36         |
|    n_updates            | 3310         |
|    policy_gradient_loss | -0.000484    |
|    std                  | 0.105        |
|    value_loss           | 1.15         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 336         |
|    ep_rew_mean          | 16.8        |
| time/                   |             |
|    fps                  | 1885        |
|    iterations           | 27          |
|    time_elapsed         | 1876        |
|    total_timesteps      | 3538944     |
| train/                  |             |
|    adaptive_lr          | 5e-05       |
|    approx_kl            | 0.005517032 |
|    clip_fraction        | 0.282       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 20.8        |
|    explained_variance   | 0.845       |
|    learning_rate        | 5e-05       |
|    loss                 | 1.23        |
|    n_updates            | 3320        |
|    policy_gradient_loss | -0.000269   |
|    std                  | 0.105       |
|    value_loss           | 1.12        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 363         |
|    ep_rew_mean          | 17.7        |
| time/                   |             |
|    fps                  | 1886        |
|    iterations           | 28          |
|    time_elapsed         | 1945        |
|    total_timesteps      | 3670016     |
| train/                  |             |
|    adaptive_lr          | 5e-05       |
|    approx_kl            | 0.005470015 |
|    clip_fraction        | 0.281       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 20.7        |
|    explained_variance   | 0.841       |
|    learning_rate        | 5e-05       |
|    loss                 | 1.39        |
|    n_updates            | 3330        |
|    policy_gradient_loss | -0.000598   |
|    std                  | 0.106       |
|    value_loss           | 1.15        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 363          |
|    ep_rew_mean          | 17.4         |
| time/                   |              |
|    fps                  | 1887         |
|    iterations           | 29           |
|    time_elapsed         | 2013         |
|    total_timesteps      | 3801088      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0056366995 |
|    clip_fraction        | 0.284        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 20.6         |
|    explained_variance   | 0.85         |
|    learning_rate        | 5e-05        |
|    loss                 | 1.25         |
|    n_updates            | 3340         |
|    policy_gradient_loss | -0.000601    |
|    std                  | 0.106        |
|    value_loss           | 1.13         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 365          |
|    ep_rew_mean          | 17.3         |
| time/                   |              |
|    fps                  | 1888         |
|    iterations           | 30           |
|    time_elapsed         | 2082         |
|    total_timesteps      | 3932160      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0056217387 |
|    clip_fraction        | 0.281        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 20.5         |
|    explained_variance   | 0.855        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.27         |
|    n_updates            | 3350         |
|    policy_gradient_loss | -0.000417    |
|    std                  | 0.107        |
|    value_loss           | 1.05         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 359          |
|    ep_rew_mean          | 16.8         |
| time/                   |              |
|    fps                  | 1888         |
|    iterations           | 31           |
|    time_elapsed         | 2151         |
|    total_timesteps      | 4063232      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0055874144 |
|    clip_fraction        | 0.285        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 20.5         |
|    explained_variance   | 0.87         |
|    learning_rate        | 5e-05        |
|    loss                 | 1.11         |
|    n_updates            | 3360         |
|    policy_gradient_loss | -0.000508    |
|    std                  | 0.107        |
|    value_loss           | 1.04         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 337          |
|    ep_rew_mean          | 16.1         |
| time/                   |              |
|    fps                  | 1888         |
|    iterations           | 32           |
|    time_elapsed         | 2221         |
|    total_timesteps      | 4194304      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0055770837 |
|    clip_fraction        | 0.282        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 20.4         |
|    explained_variance   | 0.877        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.24         |
|    n_updates            | 3370         |
|    policy_gradient_loss | -0.000706    |
|    std                  | 0.107        |
|    value_loss           | 0.956        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 362          |
|    ep_rew_mean          | 17.3         |
| time/                   |              |
|    fps                  | 1888         |
|    iterations           | 33           |
|    time_elapsed         | 2290         |
|    total_timesteps      | 4325376      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0054340465 |
|    clip_fraction        | 0.28         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 20.3         |
|    explained_variance   | 0.866        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.08         |
|    n_updates            | 3380         |
|    policy_gradient_loss | -0.000513    |
|    std                  | 0.108        |
|    value_loss           | 1            |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 388          |
|    ep_rew_mean          | 18.7         |
| time/                   |              |
|    fps                  | 1888         |
|    iterations           | 34           |
|    time_elapsed         | 2360         |
|    total_timesteps      | 4456448      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0053872922 |
|    clip_fraction        | 0.276        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 20.2         |
|    explained_variance   | 0.858        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.22         |
|    n_updates            | 3390         |
|    policy_gradient_loss | -0.000324    |
|    std                  | 0.108        |
|    value_loss           | 1.04         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 390          |
|    ep_rew_mean          | 19           |
| time/                   |              |
|    fps                  | 1889         |
|    iterations           | 35           |
|    time_elapsed         | 2428         |
|    total_timesteps      | 4587520      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0053643184 |
|    clip_fraction        | 0.278        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 20.1         |
|    explained_variance   | 0.859        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.29         |
|    n_updates            | 3400         |
|    policy_gradient_loss | -0.000533    |
|    std                  | 0.108        |
|    value_loss           | 0.963        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 396          |
|    ep_rew_mean          | 19           |
| time/                   |              |
|    fps                  | 1888         |
|    iterations           | 36           |
|    time_elapsed         | 2498         |
|    total_timesteps      | 4718592      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0053363135 |
|    clip_fraction        | 0.276        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 20           |
|    explained_variance   | 0.851        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.29         |
|    n_updates            | 3410         |
|    policy_gradient_loss | -0.000241    |
|    std                  | 0.109        |
|    value_loss           | 0.997        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 385          |
|    ep_rew_mean          | 18.3         |
| time/                   |              |
|    fps                  | 1889         |
|    iterations           | 37           |
|    time_elapsed         | 2567         |
|    total_timesteps      | 4849664      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0057363147 |
|    clip_fraction        | 0.281        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 20           |
|    explained_variance   | 0.854        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.05         |
|    n_updates            | 3420         |
|    policy_gradient_loss | -0.000488    |
|    std                  | 0.109        |
|    value_loss           | 0.98         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 389         |
|    ep_rew_mean          | 18.3        |
| time/                   |             |
|    fps                  | 1889        |
|    iterations           | 38          |
|    time_elapsed         | 2635        |
|    total_timesteps      | 4980736     |
| train/                  |             |
|    adaptive_lr          | 5e-05       |
|    approx_kl            | 0.005323601 |
|    clip_fraction        | 0.273       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 19.9        |
|    explained_variance   | 0.853       |
|    learning_rate        | 5e-05       |
|    loss                 | 1.21        |
|    n_updates            | 3430        |
|    policy_gradient_loss | -0.000205   |
|    std                  | 0.109       |
|    value_loss           | 1.03        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 392          |
|    ep_rew_mean          | 18.5         |
| time/                   |              |
|    fps                  | 1890         |
|    iterations           | 39           |
|    time_elapsed         | 2704         |
|    total_timesteps      | 5111808      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0055282936 |
|    clip_fraction        | 0.279        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 19.8         |
|    explained_variance   | 0.867        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.21         |
|    n_updates            | 3440         |
|    policy_gradient_loss | -0.000352    |
|    std                  | 0.11         |
|    value_loss           | 1.01         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 390         |
|    ep_rew_mean          | 18.2        |
| time/                   |             |
|    fps                  | 1890        |
|    iterations           | 40          |
|    time_elapsed         | 2773        |
|    total_timesteps      | 5242880     |
| train/                  |             |
|    adaptive_lr          | 5e-05       |
|    approx_kl            | 0.005537166 |
|    clip_fraction        | 0.277       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 19.7        |
|    explained_variance   | 0.86        |
|    learning_rate        | 5e-05       |
|    loss                 | 1.35        |
|    n_updates            | 3450        |
|    policy_gradient_loss | -0.000424   |
|    std                  | 0.11        |
|    value_loss           | 0.986       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 403         |
|    ep_rew_mean          | 18.9        |
| time/                   |             |
|    fps                  | 1890        |
|    iterations           | 41          |
|    time_elapsed         | 2842        |
|    total_timesteps      | 5373952     |
| train/                  |             |
|    adaptive_lr          | 5e-05       |
