Logging to data/tb_logs/20260224_075503
---------------------------------
| rollout/           |          |
|    approx_kl            | 1.719895e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 4.07         |
|    explained_variance   | 0.876        |
|    learning_rate        | 1e-07        |
|    loss                 | 0.695        |
|    n_updates            | 3130         |
|    policy_gradient_loss | -0.000134    |
|    std                  | 0.204        |
|    value_loss           | 0.525        |
------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 597            |
|    ep_rew_mean          | 20.2           |
| time/                   |                |
|    fps                  | 12231          |
|    iterations           | 9              |
|    time_elapsed         | 96             |
|    total_timesteps      | 1179648        |
| train/                  |                |
|    approx_kl            | 1.06108455e-05 |
|    clip_fraction        | 0              |
|    clip_range           | 0.1            |
|    clip_range_vf        | 0.2            |
|    entropy_loss         | 4.07           |
|    explained_variance   | 0.877          |
|    learning_rate        | 1e-07          |
|    loss                 | 0.667          |
|    n_updates            | 3140           |
|    policy_gradient_loss | -0.000116      |
|    std                  | 0.204          |
|    value_loss           | 0.549          |
--------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 692           |
|    ep_rew_mean          | 25.7          |
| time/                   |               |
|    fps                  | 12237         |
|    iterations           | 10            |
|    time_elapsed         | 107           |
|    total_timesteps      | 1310720       |
| train/                  |               |
|    approx_kl            | 1.3738058e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4.07          |
|    explained_variance   | 0.878         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.789         |
|    n_updates            | 3150          |
|    policy_gradient_loss | -0.000126     |
|    std                  | 0.204         |
|    value_loss           | 0.51          |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 574           |
|    ep_rew_mean          | 20            |
| time/                   |               |
|    fps                  | 12216         |
|    iterations           | 11            |
|    time_elapsed         | 118           |
|    total_timesteps      | 1441792       |
| train/                  |               |
|    approx_kl            | 1.3138228e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4.06          |
|    explained_variance   | 0.847         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.846         |
|    n_updates            | 3160          |
|    policy_gradient_loss | -0.000114     |
|    std                  | 0.204         |
|    value_loss           | 0.576         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 599           |
|    ep_rew_mean          | 20.7          |
| time/                   |               |
|    fps                  | 12221         |
|    iterations           | 12            |
|    time_elapsed         | 128           |
|    total_timesteps      | 1572864       |
| train/                  |               |
|    approx_kl            | 1.3383047e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4.06          |
|    explained_variance   | 0.868         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.758         |
|    n_updates            | 3170          |
|    policy_gradient_loss | -0.000121     |
|    std                  | 0.204         |
|    value_loss           | 0.556         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 642           |
|    ep_rew_mean          | 23            |
| time/                   |               |
|    fps                  | 12213         |
|    iterations           | 13            |
|    time_elapsed         | 139           |
|    total_timesteps      | 1703936       |
| train/                  |               |
|    approx_kl            | 1.4750007e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4.06          |
|    explained_variance   | 0.894         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.707         |
|    n_updates            | 3180          |
|    policy_gradient_loss | -0.000146     |
|    std                  | 0.204         |
|    value_loss           | 0.477         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 558           |
|    ep_rew_mean          | 19.2          |
| time/                   |               |
|    fps                  | 12211         |
|    iterations           | 14            |
|    time_elapsed         | 150           |
|    total_timesteps      | 1835008       |
| train/                  |               |
|    approx_kl            | 1.2449032e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4.05          |
|    explained_variance   | 0.874         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.855         |
|    n_updates            | 3190          |
|    policy_gradient_loss | -0.000133     |
|    std                  | 0.204         |
|    value_loss           | 0.563         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 717           |
|    ep_rew_mean          | 26.5          |
| time/                   |               |
|    fps                  | 12204         |
|    iterations           | 15            |
|    time_elapsed         | 161           |
|    total_timesteps      | 1966080       |
| train/                  |               |
|    approx_kl            | 1.4497169e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4.05          |
|    explained_variance   | 0.873         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.668         |
|    n_updates            | 3200          |
|    policy_gradient_loss | -0.000125     |
|    std                  | 0.204         |
|    value_loss           | 0.524         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 640           |
|    ep_rew_mean          | 23.1          |
| time/                   |               |
|    fps                  | 12199         |
|    iterations           | 16            |
|    time_elapsed         | 171           |
|    total_timesteps      | 2097152       |
| train/                  |               |
|    approx_kl            | 1.1766258e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4.05          |
|    explained_variance   | 0.84          |
|    learning_rate        | 1e-07         |
|    loss                 | 0.695         |
|    n_updates            | 3210          |
|    policy_gradient_loss | -0.000118     |
|    std                  | 0.204         |
|    value_loss           | 0.515         |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 676          |
|    ep_rew_mean          | 25.5         |
| time/                   |              |
|    fps                  | 12213        |
|    iterations           | 17           |
|    time_elapsed         | 182          |
|    total_timesteps      | 2228224      |
| train/                  |              |
|    approx_kl            | 2.193726e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 4.04         |
|    explained_variance   | 0.846        |
|    learning_rate        | 1e-07        |
|    loss                 | 0.823        |
|    n_updates            | 3220         |
|    policy_gradient_loss | -0.000143    |
|    std                  | 0.204        |
|    value_loss           | 0.611        |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 690           |
|    ep_rew_mean          | 26            |
| time/                   |               |
|    fps                  | 12207         |
|    iterations           | 18            |
|    time_elapsed         | 193           |
|    total_timesteps      | 2359296       |
| train/                  |               |
|    approx_kl            | 1.7973418e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4.04          |
|    explained_variance   | 0.853         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.648         |
|    n_updates            | 3230          |
|    policy_gradient_loss | -0.000136     |
|    std                  | 0.205         |
|    value_loss           | 0.522         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 592           |
|    ep_rew_mean          | 21.9          |
| time/                   |               |
|    fps                  | 12217         |
|    iterations           | 19            |
|    time_elapsed         | 203           |
|    total_timesteps      | 2490368       |
| train/                  |               |
|    approx_kl            | 2.0345817e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4.04          |
|    explained_variance   | 0.847         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.02          |
|    n_updates            | 3240          |
|    policy_gradient_loss | -0.000148     |
|    std                  | 0.205         |
|    value_loss           | 0.622         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 583           |
|    ep_rew_mean          | 21.1          |
| time/                   |               |
|    fps                  | 12208         |
|    iterations           | 20            |
|    time_elapsed         | 214           |
|    total_timesteps      | 2621440       |
| train/                  |               |
|    approx_kl            | 1.5668402e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4.04          |
|    explained_variance   | 0.865         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.676         |
|    n_updates            | 3250          |
|    policy_gradient_loss | -0.000133     |
|    std                  | 0.205         |
|    value_loss           | 0.55          |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 681           |
|    ep_rew_mean          | 25.3          |
| time/                   |               |
|    fps                  | 12212         |
|    iterations           | 21            |
|    time_elapsed         | 225           |
|    total_timesteps      | 2752512       |
| train/                  |               |
|    approx_kl            | 1.6450833e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4.03          |
|    explained_variance   | 0.863         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.74          |
|    n_updates            | 3260          |
|    policy_gradient_loss | -0.00014      |
|    std                  | 0.205         |
|    value_loss           | 0.59          |
-------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 638            |
|    ep_rew_mean          | 23.4           |
| time/                   |                |
|    fps                  | 12196          |
|    iterations           | 22             |
|    time_elapsed         | 236            |
|    total_timesteps      | 2883584        |
| train/                  |                |
|    approx_kl            | 1.17256795e-05 |
|    clip_fraction        | 0              |
|    clip_range           | 0.1            |
|    clip_range_vf        | 0.2            |
|    entropy_loss         | 4.03           |
|    explained_variance   | 0.863          |
|    learning_rate        | 1e-07          |
|    loss                 | 0.673          |
|    n_updates            | 3270           |
|    policy_gradient_loss | -0.000116      |
|    std                  | 0.205          |
|    value_loss           | 0.536          |
--------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 663           |
|    ep_rew_mean          | 24.1          |
| time/                   |               |
|    fps                  | 12212         |
|    iterations           | 23            |
|    time_elapsed         | 246           |
|    total_timesteps      | 3014656       |
| train/                  |               |
|    approx_kl            | 1.4265821e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4.03          |
|    explained_variance   | 0.85          |
|    learning_rate        | 1e-07         |
|    loss                 | 0.779         |
|    n_updates            | 3280          |
|    policy_gradient_loss | -0.000123     |
|    std                  | 0.205         |
|    value_loss           | 0.586         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 714           |
|    ep_rew_mean          | 26.4          |
| time/                   |               |
|    fps                  | 12204         |
|    iterations           | 24            |
|    time_elapsed         | 257           |
|    total_timesteps      | 3145728       |
| train/                  |               |
|    approx_kl            | 1.1860803e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4.02          |
|    explained_variance   | 0.86          |
|    learning_rate        | 1e-07         |
|    loss                 | 0.76          |
|    n_updates            | 3290          |
|    policy_gradient_loss | -0.000124     |
|    std                  | 0.205         |
|    value_loss           | 0.567         |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 637          |
|    ep_rew_mean          | 22.5         |
| time/                   |              |
|    fps                  | 12207        |
|    iterations           | 25           |
|    time_elapsed         | 268          |
|    total_timesteps      | 3276800      |
| train/                  |              |
|    approx_kl            | 1.565148e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 4.02         |
|    explained_variance   | 0.859        |
|    learning_rate        | 1e-07        |
|    loss                 | 0.704        |
|    n_updates            | 3300         |
|    policy_gradient_loss | -0.000139    |
|    std                  | 0.205        |
|    value_loss           | 0.597        |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 615           |
|    ep_rew_mean          | 22.5          |
| time/                   |               |
|    fps                  | 12201         |
|    iterations           | 26            |
|    time_elapsed         | 279           |
|    total_timesteps      | 3407872       |
| train/                  |               |
|    approx_kl            | 1.7004562e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4.02          |
|    explained_variance   | 0.865         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.753         |
|    n_updates            | 3310          |
|    policy_gradient_loss | -0.000136     |
|    std                  | 0.205         |
|    value_loss           | 0.552         |
-------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 640            |
|    ep_rew_mean          | 23.5           |
| time/                   |                |
|    fps                  | 12197          |
|    iterations           | 27             |
|    time_elapsed         | 290            |
|    total_timesteps      | 3538944        |
| train/                  |                |
|    approx_kl            | 1.35371965e-05 |
|    clip_fraction        | 0              |
|    clip_range           | 0.1            |
|    clip_range_vf        | 0.2            |
|    entropy_loss         | 4.01           |
|    explained_variance   | 0.851          |
|    learning_rate        | 1e-07          |
|    loss                 | 0.715          |
|    n_updates            | 3320           |
|    policy_gradient_loss | -0.000126      |
|    std                  | 0.205          |
|    value_loss           | 0.58           |
--------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 662           |
|    ep_rew_mean          | 23.6          |
| time/                   |               |
|    fps                  | 12199         |
|    iterations           | 28            |
|    time_elapsed         | 300           |
|    total_timesteps      | 3670016       |
| train/                  |               |
|    approx_kl            | 1.3094028e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4.01          |
|    explained_variance   | 0.855         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.617         |
|    n_updates            | 3330          |
|    policy_gradient_loss | -0.000125     |
|    std                  | 0.205         |
|    value_loss           | 0.544         |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 624          |
|    ep_rew_mean          | 22           |
| time/                   |              |
|    fps                  | 12194        |
|    iterations           | 29           |
|    time_elapsed         | 311          |
|    total_timesteps      | 3801088      |
| train/                  |              |
|    approx_kl            | 1.281555e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 4.01         |
|    explained_variance   | 0.857        |
|    learning_rate        | 1e-07        |
|    loss                 | 0.697        |
|    n_updates            | 3340         |
|    policy_gradient_loss | -0.000133    |
|    std                  | 0.205        |
|    value_loss           | 0.588        |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 682           |
|    ep_rew_mean          | 24.8          |
| time/                   |               |
|    fps                  | 12192         |
|    iterations           | 30            |
|    time_elapsed         | 322           |
|    total_timesteps      | 3932160       |
| train/                  |               |
|    approx_kl            | 1.2743898e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4.01          |
|    explained_variance   | 0.872         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.62          |
|    n_updates            | 3350          |
|    policy_gradient_loss | -0.000128     |
|    std                  | 0.205         |
|    value_loss           | 0.542         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 669           |
|    ep_rew_mean          | 24.3          |
| time/                   |               |
|    fps                  | 12189         |
|    iterations           | 31            |
|    time_elapsed         | 333           |
|    total_timesteps      | 4063232       |
| train/                  |               |
|    approx_kl            | 1.4655838e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4             |
|    explained_variance   | 0.851         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.685         |
|    n_updates            | 3360          |
|    policy_gradient_loss | -0.000123     |
|    std                  | 0.205         |
|    value_loss           | 0.568         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 621           |
|    ep_rew_mean          | 22.5          |
| time/                   |               |
|    fps                  | 12187         |
|    iterations           | 32            |
|    time_elapsed         | 344           |
|    total_timesteps      | 4194304       |
| train/                  |               |
|    approx_kl            | 1.2348499e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4             |
|    explained_variance   | 0.846         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.759         |
|    n_updates            | 3370          |
|    policy_gradient_loss | -0.00012      |
|    std                  | 0.205         |
|    value_loss           | 0.593         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 623           |
|    ep_rew_mean          | 21.4          |
| time/                   |               |
|    fps                  | 12184         |
|    iterations           | 33            |
|    time_elapsed         | 354           |
|    total_timesteps      | 4325376       |
| train/                  |               |
|    approx_kl            | 1.1395126e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 4             |
|    explained_variance   | 0.863         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.895         |
|    n_updates            | 3380          |
|    policy_gradient_loss | -0.000116     |
|    std                  | 0.205         |
|    value_loss           | 0.578         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 585           |
|    ep_rew_mean          | 19.6          |
| time/                   |               |
|    fps                  | 12171         |
|    iterations           | 34            |
|    time_elapsed         | 366           |
|    total_timesteps      | 4456448       |
| train/                  |               |
|    approx_kl            | 1.7479842e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 3.99          |
|    explained_variance   | 0.875         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.843         |
|    n_updates            | 3390          |
|    policy_gradient_loss | -0.000145     |
|    std                  | 0.205         |
|    value_loss           | 0.526         |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 593          |
|    ep_rew_mean          | 20.7         |
| time/                   |              |
|    fps                  | 12174        |
|    iterations           | 35           |
|    time_elapsed         | 376          |
|    total_timesteps      | 4587520      |
| train/                  |              |
|    approx_kl            | 1.147776e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 3.99         |
|    explained_variance   | 0.877        |
|    learning_rate        | 1e-07        |
|    loss                 | 0.755        |
|    n_updates            | 3400         |
|    policy_gradient_loss | -0.000123    |
|    std                  | 0.205        |
|    value_loss           | 0.533        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 691          |
|    ep_rew_mean          | 25.3         |
| time/                   |              |
|    fps                  | 12171        |
|    iterations           | 36           |
|    time_elapsed         | 387          |
|    total_timesteps      | 4718592      |
| train/                  |              |
|    approx_kl            | 1.096638e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 3.99         |
|    explained_variance   | 0.868        |
|    learning_rate        | 1e-07        |
|    loss                 | 0.716        |
|    n_updates            | 3410         |
|    policy_gradient_loss | -0.00011     |
|    std                  | 0.205        |
|    value_loss           | 0.52         |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 606           |
|    ep_rew_mean          | 22.1          |
| time/                   |               |
|    fps                  | 12177         |
|    iterations           | 37            |
|    time_elapsed         | 398           |
|    total_timesteps      | 4849664       |
| train/                  |               |
|    approx_kl            | 1.5125239e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 3.98          |
|    explained_variance   | 0.846         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.923         |
|    n_updates            | 3420          |
|    policy_gradient_loss | -0.000133     |
|    std                  | 0.205         |
|    value_loss           | 0.571         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 604           |
|    ep_rew_mean          | 22            |
| time/                   |               |
|    fps                  | 12169         |
|    iterations           | 38            |
|    time_elapsed         | 409           |
|    total_timesteps      | 4980736       |
| train/                  |               |
|    approx_kl            | 1.3750771e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 3.98          |
|    explained_variance   | 0.859         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.753         |
|    n_updates            | 3430          |
|    policy_gradient_loss | -0.000131     |
|    std                  | 0.205         |
|    value_loss           | 0.575         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 663           |
|    ep_rew_mean          | 24.6          |
| time/                   |               |
|    fps                  | 12169         |
|    iterations           | 39            |
|    time_elapsed         | 420           |
|    total_timesteps      | 5111808       |
| train/                  |               |
|    approx_kl            | 1.3613011e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 3.98          |
|    explained_variance   | 0.859         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.706         |
|    n_updates            | 3440          |
|    policy_gradient_loss | -0.000123     |
|    std                  | 0.205         |
|    value_loss           | 0.524         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 706           |
|    ep_rew_mean          | 26.7          |
| time/                   |               |
|    fps                  | 12170         |
|    iterations           | 40            |
|    time_elapsed         | 430           |
|    total_timesteps      | 5242880       |
| train/                  |               |
|    approx_kl            | 1.4719881e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 3.98          |
|    explained_variance   | 0.84          |
|    learning_rate        | 1e-07         |
|    loss                 | 0.733         |
|    n_updates            | 3450          |
|    policy_gradient_loss | -0.000121     |
|    std                  | 0.205         |
|    value_loss           | 0.618         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 644           |
|    ep_rew_mean          | 23.9          |
| time/                   |               |
|    fps                  | 12158         |
|    iterations           | 41            |
|    time_elapsed         | 441           |
|    total_timesteps      | 5373952       |
| train/                  |               |
|    approx_kl            | 1.5093334e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 3.97          |
|    explained_variance   | 0.863         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.667         |
|    n_updates            | 3460          |
|    policy_gradient_loss | -0.000132     |
|    std                  | 0.205         |
|    value_loss           | 0.529         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 602           |
|    ep_rew_mean          | 22.1          |
| time/                   |               |
|    fps                  | 12152         |
|    iterations           | 42            |
|    time_elapsed         | 452           |
|    total_timesteps      | 5505024       |
| train/                  |               |
|    approx_kl            | 1.2962211e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 3.97          |
|    explained_variance   | 0.853         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.837         |
|    n_updates            | 3470          |
|    policy_gradient_loss | -0.000112     |
|    std                  | 0.205         |
|    value_loss           | 0.59          |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 655           |
|    ep_rew_mean          | 23.9          |
| time/                   |               |
|    fps                  | 12153         |
|    iterations           | 43            |
|    time_elapsed         | 463           |
|    total_timesteps      | 5636096       |
| train/                  |               |
|    approx_kl            | 1.0216429e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
