Logging to data/beta2/20260825_stage2
---------------------------------
| rollout/           |          |
|    approx_kl            | 0.0018203317 |
|    clip_fraction        | 0.063        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -5.85        |
|    explained_variance   | 0.575        |
|    learning_rate        | 5e-06        |
|    loss                 | -0.124       |
|    n_updates            | 3530         |
|    policy_gradient_loss | -0.00258     |
|    std                  | 0.309        |
|    value_loss           | 0.138        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 929          |
|    ep_rew_mean          | 39.8         |
| time/                   |              |
|    fps                  | 2728         |
|    iterations           | 9            |
|    time_elapsed         | 432          |
|    total_timesteps      | 1179648      |
| train/                  |              |
|    approx_kl            | 0.0017435906 |
|    clip_fraction        | 0.0503       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -5.96        |
|    explained_variance   | 0.394        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.938        |
|    n_updates            | 3540         |
|    policy_gradient_loss | -0.00212     |
|    std                  | 0.311        |
|    value_loss           | 1.14         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 994          |
|    ep_rew_mean          | 42.4         |
| time/                   |              |
|    fps                  | 2711         |
|    iterations           | 10           |
|    time_elapsed         | 483          |
|    total_timesteps      | 1310720      |
| train/                  |              |
|    approx_kl            | 0.0017111966 |
|    clip_fraction        | 0.0542       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -6.07        |
|    explained_variance   | 0.768        |
|    learning_rate        | 5e-06        |
|    loss                 | -0.0359      |
|    n_updates            | 3550         |
|    policy_gradient_loss | -0.00262     |
|    std                  | 0.312        |
|    value_loss           | 0.263        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 850          |
|    ep_rew_mean          | 35.5         |
| time/                   |              |
|    fps                  | 2697         |
|    iterations           | 11           |
|    time_elapsed         | 534          |
|    total_timesteps      | 1441792      |
| train/                  |              |
|    approx_kl            | 0.0017617189 |
|    clip_fraction        | 0.0478       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -6.17        |
|    explained_variance   | 0.384        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.918        |
|    n_updates            | 3560         |
|    policy_gradient_loss | -0.00219     |
|    std                  | 0.314        |
|    value_loss           | 1.14         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 995          |
|    ep_rew_mean          | 41.7         |
| time/                   |              |
|    fps                  | 2685         |
|    iterations           | 12           |
|    time_elapsed         | 585          |
|    total_timesteps      | 1572864      |
| train/                  |              |
|    approx_kl            | 0.0017179938 |
|    clip_fraction        | 0.0497       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -6.28        |
|    explained_variance   | 0.79         |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0551       |
|    n_updates            | 3570         |
|    policy_gradient_loss | -0.00252     |
|    std                  | 0.315        |
|    value_loss           | 0.37         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 709          |
|    ep_rew_mean          | 28.4         |
| time/                   |              |
|    fps                  | 2672         |
|    iterations           | 13           |
|    time_elapsed         | 637          |
|    total_timesteps      | 1703936      |
| train/                  |              |
|    approx_kl            | 0.0018944247 |
|    clip_fraction        | 0.0574       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -6.39        |
|    explained_variance   | 0.681        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.76         |
|    n_updates            | 3580         |
|    policy_gradient_loss | -0.00212     |
|    std                  | 0.317        |
|    value_loss           | 0.855        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 793          |
|    ep_rew_mean          | 31.3         |
| time/                   |              |
|    fps                  | 2661         |
|    iterations           | 14           |
|    time_elapsed         | 689          |
|    total_timesteps      | 1835008      |
| train/                  |              |
|    approx_kl            | 0.0017721369 |
|    clip_fraction        | 0.0521       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -6.5         |
|    explained_variance   | 0.78         |
|    learning_rate        | 5e-06        |
|    loss                 | 0.301        |
|    n_updates            | 3590         |
|    policy_gradient_loss | -0.00253     |
|    std                  | 0.318        |
|    value_loss           | 0.614        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 622          |
|    ep_rew_mean          | 24           |
| time/                   |              |
|    fps                  | 2653         |
|    iterations           | 15           |
|    time_elapsed         | 741          |
|    total_timesteps      | 1966080      |
| train/                  |              |
|    approx_kl            | 0.0017477972 |
|    clip_fraction        | 0.0501       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -6.61        |
|    explained_variance   | 0.806        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.385        |
|    n_updates            | 3600         |
|    policy_gradient_loss | -0.00242     |
|    std                  | 0.319        |
|    value_loss           | 0.772        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 729          |
|    ep_rew_mean          | 28.4         |
| time/                   |              |
|    fps                  | 2646         |
|    iterations           | 16           |
|    time_elapsed         | 792          |
|    total_timesteps      | 2097152      |
| train/                  |              |
|    approx_kl            | 0.0016896732 |
|    clip_fraction        | 0.0492       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -6.72        |
|    explained_variance   | 0.87         |
|    learning_rate        | 5e-06        |
|    loss                 | 0.168        |
|    n_updates            | 3610         |
|    policy_gradient_loss | -0.00239     |
|    std                  | 0.321        |
|    value_loss           | 0.532        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 711          |
|    ep_rew_mean          | 27.5         |
| time/                   |              |
|    fps                  | 2639         |
|    iterations           | 17           |
|    time_elapsed         | 844          |
|    total_timesteps      | 2228224      |
| train/                  |              |
|    approx_kl            | 0.0016045022 |
|    clip_fraction        | 0.0434       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -6.83        |
|    explained_variance   | 0.853        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.212        |
|    n_updates            | 3620         |
|    policy_gradient_loss | -0.0022      |
|    std                  | 0.322        |
|    value_loss           | 0.633        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 731          |
|    ep_rew_mean          | 28.7         |
| time/                   |              |
|    fps                  | 2631         |
|    iterations           | 18           |
|    time_elapsed         | 896          |
|    total_timesteps      | 2359296      |
| train/                  |              |
|    approx_kl            | 0.0016877928 |
|    clip_fraction        | 0.0464       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -6.94        |
|    explained_variance   | 0.863        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0733       |
|    n_updates            | 3630         |
|    policy_gradient_loss | -0.0025      |
|    std                  | 0.324        |
|    value_loss           | 0.487        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 691          |
|    ep_rew_mean          | 26.4         |
| time/                   |              |
|    fps                  | 2625         |
|    iterations           | 19           |
|    time_elapsed         | 948          |
|    total_timesteps      | 2490368      |
| train/                  |              |
|    approx_kl            | 0.0017332179 |
|    clip_fraction        | 0.0479       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -7.05        |
|    explained_variance   | 0.886        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.14         |
|    n_updates            | 3640         |
|    policy_gradient_loss | -0.00248     |
|    std                  | 0.325        |
|    value_loss           | 0.598        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 621          |
|    ep_rew_mean          | 23.4         |
| time/                   |              |
|    fps                  | 2619         |
|    iterations           | 20           |
|    time_elapsed         | 1000         |
|    total_timesteps      | 2621440      |
| train/                  |              |
|    approx_kl            | 0.0016602967 |
|    clip_fraction        | 0.0433       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -7.15        |
|    explained_variance   | 0.863        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.298        |
|    n_updates            | 3650         |
|    policy_gradient_loss | -0.00238     |
|    std                  | 0.327        |
|    value_loss           | 0.617        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 536          |
|    ep_rew_mean          | 20.3         |
| time/                   |              |
|    fps                  | 2613         |
|    iterations           | 21           |
|    time_elapsed         | 1053         |
|    total_timesteps      | 2752512      |
| train/                  |              |
|    approx_kl            | 0.0017229281 |
|    clip_fraction        | 0.0477       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -7.26        |
|    explained_variance   | 0.883        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.147        |
|    n_updates            | 3660         |
|    policy_gradient_loss | -0.00249     |
|    std                  | 0.328        |
|    value_loss           | 0.625        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 550          |
|    ep_rew_mean          | 20.9         |
| time/                   |              |
|    fps                  | 2609         |
|    iterations           | 22           |
|    time_elapsed         | 1105         |
|    total_timesteps      | 2883584      |
| train/                  |              |
|    approx_kl            | 0.0016616144 |
|    clip_fraction        | 0.0463       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -7.37        |
|    explained_variance   | 0.894        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.175        |
|    n_updates            | 3670         |
|    policy_gradient_loss | -0.00255     |
|    std                  | 0.33         |
|    value_loss           | 0.605        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 575          |
|    ep_rew_mean          | 21.8         |
| time/                   |              |
|    fps                  | 2604         |
|    iterations           | 23           |
|    time_elapsed         | 1157         |
|    total_timesteps      | 3014656      |
| train/                  |              |
|    approx_kl            | 0.0016659378 |
|    clip_fraction        | 0.0445       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -7.48        |
|    explained_variance   | 0.895        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.197        |
|    n_updates            | 3680         |
|    policy_gradient_loss | -0.00242     |
|    std                  | 0.331        |
|    value_loss           | 0.592        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 546         |
|    ep_rew_mean          | 20.5        |
| time/                   |             |
|    fps                  | 2600        |
|    iterations           | 24          |
|    time_elapsed         | 1209        |
|    total_timesteps      | 3145728     |
| train/                  |             |
|    approx_kl            | 0.001675166 |
|    clip_fraction        | 0.0457      |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | -7.58       |
|    explained_variance   | 0.88        |
|    learning_rate        | 5e-06       |
|    loss                 | 0.106       |
|    n_updates            | 3690        |
|    policy_gradient_loss | -0.00244    |
|    std                  | 0.333       |
|    value_loss           | 0.642       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 576          |
|    ep_rew_mean          | 21.7         |
| time/                   |              |
|    fps                  | 2595         |
|    iterations           | 25           |
|    time_elapsed         | 1262         |
|    total_timesteps      | 3276800      |
| train/                  |              |
|    approx_kl            | 0.0016128346 |
|    clip_fraction        | 0.0407       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -7.69        |
|    explained_variance   | 0.89         |
|    learning_rate        | 5e-06        |
|    loss                 | 0.264        |
|    n_updates            | 3700         |
|    policy_gradient_loss | -0.00213     |
|    std                  | 0.334        |
|    value_loss           | 0.62         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 495          |
|    ep_rew_mean          | 18.5         |
| time/                   |              |
|    fps                  | 2592         |
|    iterations           | 26           |
|    time_elapsed         | 1314         |
|    total_timesteps      | 3407872      |
| train/                  |              |
|    approx_kl            | 0.0016189583 |
|    clip_fraction        | 0.0428       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -7.8         |
|    explained_variance   | 0.891        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.236        |
|    n_updates            | 3710         |
|    policy_gradient_loss | -0.00211     |
|    std                  | 0.336        |
|    value_loss           | 0.669        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 510          |
|    ep_rew_mean          | 18.9         |
| time/                   |              |
|    fps                  | 2590         |
|    iterations           | 27           |
|    time_elapsed         | 1366         |
|    total_timesteps      | 3538944      |
| train/                  |              |
|    approx_kl            | 0.0017166637 |
|    clip_fraction        | 0.0476       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -7.91        |
|    explained_variance   | 0.886        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.137        |
|    n_updates            | 3720         |
|    policy_gradient_loss | -0.00246     |
|    std                  | 0.337        |
|    value_loss           | 0.682        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 524          |
|    ep_rew_mean          | 19.4         |
| time/                   |              |
|    fps                  | 2588         |
|    iterations           | 28           |
|    time_elapsed         | 1417         |
|    total_timesteps      | 3670016      |
| train/                  |              |
|    approx_kl            | 0.0017094146 |
|    clip_fraction        | 0.0498       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -8.02        |
|    explained_variance   | 0.892        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.14         |
|    n_updates            | 3730         |
|    policy_gradient_loss | -0.00251     |
|    std                  | 0.339        |
|    value_loss           | 0.648        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 549          |
|    ep_rew_mean          | 20.6         |
| time/                   |              |
|    fps                  | 2588         |
|    iterations           | 29           |
|    time_elapsed         | 1468         |
|    total_timesteps      | 3801088      |
| train/                  |              |
|    approx_kl            | 0.0016329227 |
|    clip_fraction        | 0.0443       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -8.12        |
|    explained_variance   | 0.898        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.151        |
|    n_updates            | 3740         |
|    policy_gradient_loss | -0.00224     |
|    std                  | 0.34         |
|    value_loss           | 0.602        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 559          |
|    ep_rew_mean          | 21           |
| time/                   |              |
|    fps                  | 2587         |
|    iterations           | 30           |
|    time_elapsed         | 1519         |
|    total_timesteps      | 3932160      |
| train/                  |              |
|    approx_kl            | 0.0017561654 |
|    clip_fraction        | 0.0535       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -8.23        |
|    explained_variance   | 0.887        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.272        |
|    n_updates            | 3750         |
|    policy_gradient_loss | -0.00267     |
|    std                  | 0.342        |
|    value_loss           | 0.595        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 508          |
|    ep_rew_mean          | 18.9         |
| time/                   |              |
|    fps                  | 2586         |
|    iterations           | 31           |
|    time_elapsed         | 1571         |
|    total_timesteps      | 4063232      |
| train/                  |              |
|    approx_kl            | 0.0017019559 |
|    clip_fraction        | 0.0479       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -8.34        |
|    explained_variance   | 0.891        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.146        |
|    n_updates            | 3760         |
|    policy_gradient_loss | -0.00245     |
|    std                  | 0.343        |
|    value_loss           | 0.603        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 504          |
|    ep_rew_mean          | 18.8         |
| time/                   |              |
|    fps                  | 2585         |
|    iterations           | 32           |
|    time_elapsed         | 1622         |
|    total_timesteps      | 4194304      |
| train/                  |              |
|    approx_kl            | 0.0016794021 |
|    clip_fraction        | 0.0465       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -8.45        |
|    explained_variance   | 0.892        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.187        |
|    n_updates            | 3770         |
|    policy_gradient_loss | -0.00237     |
|    std                  | 0.345        |
|    value_loss           | 0.628        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 544          |
|    ep_rew_mean          | 19.9         |
| time/                   |              |
|    fps                  | 2584         |
|    iterations           | 33           |
|    time_elapsed         | 1673         |
|    total_timesteps      | 4325376      |
| train/                  |              |
|    approx_kl            | 0.0016813627 |
|    clip_fraction        | 0.0458       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -8.55        |
|    explained_variance   | 0.893        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.198        |
|    n_updates            | 3780         |
|    policy_gradient_loss | -0.00238     |
|    std                  | 0.346        |
|    value_loss           | 0.596        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 564          |
|    ep_rew_mean          | 21.2         |
| time/                   |              |
|    fps                  | 2583         |
|    iterations           | 34           |
|    time_elapsed         | 1724         |
|    total_timesteps      | 4456448      |
| train/                  |              |
|    approx_kl            | 0.0017099606 |
|    clip_fraction        | 0.0469       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -8.66        |
|    explained_variance   | 0.898        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.165        |
|    n_updates            | 3790         |
|    policy_gradient_loss | -0.0026      |
|    std                  | 0.348        |
|    value_loss           | 0.553        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 537          |
|    ep_rew_mean          | 20.2         |
| time/                   |              |
|    fps                  | 2582         |
|    iterations           | 35           |
|    time_elapsed         | 1776         |
|    total_timesteps      | 4587520      |
| train/                  |              |
|    approx_kl            | 0.0017048845 |
|    clip_fraction        | 0.0485       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -8.77        |
|    explained_variance   | 0.899        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.12         |
|    n_updates            | 3800         |
|    policy_gradient_loss | -0.00245     |
|    std                  | 0.349        |
|    value_loss           | 0.546        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 615          |
|    ep_rew_mean          | 23.2         |
| time/                   |              |
|    fps                  | 2582         |
|    iterations           | 36           |
|    time_elapsed         | 1827         |
|    total_timesteps      | 4718592      |
| train/                  |              |
|    approx_kl            | 0.0016556389 |
|    clip_fraction        | 0.0461       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -8.88        |
|    explained_variance   | 0.899        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.011        |
|    n_updates            | 3810         |
|    policy_gradient_loss | -0.00239     |
|    std                  | 0.351        |
|    value_loss           | 0.527        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 624          |
|    ep_rew_mean          | 23.5         |
| time/                   |              |
|    fps                  | 2582         |
|    iterations           | 37           |
|    time_elapsed         | 1877         |
|    total_timesteps      | 4849664      |
| train/                  |              |
|    approx_kl            | 0.0016862287 |
|    clip_fraction        | 0.0484       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -8.98        |
|    explained_variance   | 0.888        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0604       |
|    n_updates            | 3820         |
|    policy_gradient_loss | -0.00251     |
|    std                  | 0.353        |
|    value_loss           | 0.545        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 632          |
|    ep_rew_mean          | 24.2         |
| time/                   |              |
|    fps                  | 2582         |
|    iterations           | 38           |
|    time_elapsed         | 1928         |
|    total_timesteps      | 4980736      |
| train/                  |              |
|    approx_kl            | 0.0016377692 |
|    clip_fraction        | 0.0448       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -9.09        |
|    explained_variance   | 0.88         |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0574       |
|    n_updates            | 3830         |
|    policy_gradient_loss | -0.00242     |
|    std                  | 0.354        |
|    value_loss           | 0.544        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 582          |
|    ep_rew_mean          | 21.8         |
| time/                   |              |
|    fps                  | 2582         |
|    iterations           | 39           |
|    time_elapsed         | 1979         |
|    total_timesteps      | 5111808      |
| train/                  |              |
|    approx_kl            | 0.0016289335 |
|    clip_fraction        | 0.0436       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -9.2         |
|    explained_variance   | 0.88         |
|    learning_rate        | 5e-06        |
|    loss                 | 0.109        |
|    n_updates            | 3840         |
|    policy_gradient_loss | -0.0022      |
|    std                  | 0.356        |
|    value_loss           | 0.57         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 588          |
|    ep_rew_mean          | 22           |
| time/                   |              |
|    fps                  | 2582         |
|    iterations           | 40           |
|    time_elapsed         | 2030         |
|    total_timesteps      | 5242880      |
| train/                  |              |
|    approx_kl            | 0.0016470908 |
|    clip_fraction        | 0.0445       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -9.31        |
|    explained_variance   | 0.89         |
|    learning_rate        | 5e-06        |
|    loss                 | 0.0783       |
|    n_updates            | 3850         |
|    policy_gradient_loss | -0.00238     |
|    std                  | 0.357        |
|    value_loss           | 0.554        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 575         |
|    ep_rew_mean          | 21.5        |
| time/                   |             |
|    fps                  | 2581        |
|    iterations           | 41          |
|    time_elapsed         | 2081        |
|    total_timesteps      | 5373952     |
| train/                  |             |
|    approx_kl            | 0.001667425 |
|    clip_fraction        | 0.0461      |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | -9.41       |
|    explained_variance   | 0.886       |
|    learning_rate        | 5e-06       |
|    loss                 | 0.187       |
|    n_updates            | 3860        |
|    policy_gradient_loss | -0.0023     |
|    std                  | 0.359       |
|    value_loss           | 0.597       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 501          |
|    ep_rew_mean          | 19           |
| time/                   |              |
|    fps                  | 2581         |
|    iterations           | 42           |
|    time_elapsed         | 2132         |
|    total_timesteps      | 5505024      |
| train/                  |              |
|    approx_kl            | 0.0016755363 |
|    clip_fraction        | 0.0432       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | -9.52        |
|    explained_variance   | 0.889        |
|    learning_rate        | 5e-06        |
|    loss                 | 0.203        |
|    n_updates            | 3870         |
|    policy_gradient_loss | -0.00227     |
|    std                  | 0.361        |
|    value_loss           | 0.623        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 543          |
|    ep_rew_mean          | 20.5         |
| time/                   |              |
|    fps                  | 2581         |
|    iterations           | 43           |
|    time_elapsed         | 2183         |
|    total_timesteps      | 5636096      |
| train/                  |              |
|    approx_kl            | 0.0017015026 |
|    clip_fraction        | 0.0481       |
|    clip_range           | 0.1          |
