Logging to ./data/gamma1/tb
---------------------------------
| rollout/           |          |
|    approx_kl            | 0.006533315 |
|    clip_fraction        | 0.294       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 38.3        |
|    explained_variance   | 0.871       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.76        |
|    n_updates            | 170         |
|    policy_gradient_loss | 0.00279     |
|    std                  | 0.0523      |
|    value_loss           | 0.367       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 600          |
|    ep_rew_mean          | 22.3         |
| time/                   |              |
|    fps                  | 2048         |
|    iterations           | 19           |
|    time_elapsed         | 1215         |
|    total_timesteps      | 2490368      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0065028993 |
|    clip_fraction        | 0.291        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 38.2         |
|    explained_variance   | 0.885        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.727        |
|    n_updates            | 180          |
|    policy_gradient_loss | 0.00272      |
|    std                  | 0.0525       |
|    value_loss           | 0.343        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 538          |
|    ep_rew_mean          | 20.6         |
| time/                   |              |
|    fps                  | 2045         |
|    iterations           | 20           |
|    time_elapsed         | 1281         |
|    total_timesteps      | 2621440      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0063688355 |
|    clip_fraction        | 0.295        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 38.1         |
|    explained_variance   | 0.884        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.728        |
|    n_updates            | 190          |
|    policy_gradient_loss | 0.00283      |
|    std                  | 0.0527       |
|    value_loss           | 0.353        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 489         |
|    ep_rew_mean          | 19.1        |
| time/                   |             |
|    fps                  | 2044        |
|    iterations           | 21          |
|    time_elapsed         | 1346        |
|    total_timesteps      | 2752512     |
| train/                  |             |
|    adaptive_lr          | 5e-05       |
|    approx_kl            | 0.006422436 |
|    clip_fraction        | 0.288       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 38.1        |
|    explained_variance   | 0.885       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.721       |
|    n_updates            | 200         |
|    policy_gradient_loss | 0.00253     |
|    std                  | 0.0528      |
|    value_loss           | 0.384       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 477         |
|    ep_rew_mean          | 18.9        |
| time/                   |             |
|    fps                  | 2043        |
|    iterations           | 22          |
|    time_elapsed         | 1411        |
|    total_timesteps      | 2883584     |
| train/                  |             |
|    adaptive_lr          | 5e-05       |
|    approx_kl            | 0.006435807 |
|    clip_fraction        | 0.289       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 38          |
|    explained_variance   | 0.893       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.793       |
|    n_updates            | 210         |
|    policy_gradient_loss | 0.0027      |
|    std                  | 0.053       |
|    value_loss           | 0.421       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 460         |
|    ep_rew_mean          | 18.2        |
| time/                   |             |
|    fps                  | 2041        |
|    iterations           | 23          |
|    time_elapsed         | 1476        |
|    total_timesteps      | 3014656     |
| train/                  |             |
|    adaptive_lr          | 5e-05       |
|    approx_kl            | 0.006189862 |
|    clip_fraction        | 0.283       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 37.9        |
|    explained_variance   | 0.897       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.878       |
|    n_updates            | 220         |
|    policy_gradient_loss | 0.00231     |
|    std                  | 0.0531      |
|    value_loss           | 0.435       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 467         |
|    ep_rew_mean          | 18.5        |
| time/                   |             |
|    fps                  | 2039        |
|    iterations           | 24          |
|    time_elapsed         | 1542        |
|    total_timesteps      | 3145728     |
| train/                  |             |
|    adaptive_lr          | 5e-05       |
|    approx_kl            | 0.006006169 |
|    clip_fraction        | 0.281       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 37.8        |
|    explained_variance   | 0.898       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.86        |
|    n_updates            | 230         |
|    policy_gradient_loss | 0.00233     |
|    std                  | 0.0533      |
|    value_loss           | 0.482       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 451          |
|    ep_rew_mean          | 18           |
| time/                   |              |
|    fps                  | 2037         |
|    iterations           | 25           |
|    time_elapsed         | 1608         |
|    total_timesteps      | 3276800      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0060294927 |
|    clip_fraction        | 0.282        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 37.8         |
|    explained_variance   | 0.893        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.866        |
|    n_updates            | 240          |
|    policy_gradient_loss | 0.00234      |
|    std                  | 0.0535       |
|    value_loss           | 0.523        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 448          |
|    ep_rew_mean          | 17.5         |
| time/                   |              |
|    fps                  | 2035         |
|    iterations           | 26           |
|    time_elapsed         | 1674         |
|    total_timesteps      | 3407872      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0062209973 |
|    clip_fraction        | 0.279        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 37.7         |
|    explained_variance   | 0.906        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.79         |
|    n_updates            | 250          |
|    policy_gradient_loss | 0.00225      |
|    std                  | 0.0537       |
|    value_loss           | 0.488        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 475          |
|    ep_rew_mean          | 18.4         |
| time/                   |              |
|    fps                  | 2035         |
|    iterations           | 27           |
|    time_elapsed         | 1738         |
|    total_timesteps      | 3538944      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0061196713 |
|    clip_fraction        | 0.278        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 37.6         |
|    explained_variance   | 0.903        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.842        |
|    n_updates            | 260          |
|    policy_gradient_loss | 0.00218      |
|    std                  | 0.0539       |
|    value_loss           | 0.473        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 461         |
|    ep_rew_mean          | 18.2        |
| time/                   |             |
|    fps                  | 2033        |
|    iterations           | 28          |
|    time_elapsed         | 1804        |
|    total_timesteps      | 3670016     |
| train/                  |             |
|    adaptive_lr          | 5e-05       |
|    approx_kl            | 0.006127194 |
|    clip_fraction        | 0.279       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 37.5        |
|    explained_variance   | 0.908       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.868       |
|    n_updates            | 270         |
|    policy_gradient_loss | 0.0023      |
|    std                  | 0.054       |
|    value_loss           | 0.469       |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 471       |
|    ep_rew_mean          | 18        |
| time/                   |           |
|    fps                  | 2029      |
|    iterations           | 29        |
|    time_elapsed         | 1873      |
|    total_timesteps      | 3801088   |
| train/                  |           |
|    adaptive_lr          | 5e-05     |
|    approx_kl            | 0.0060332 |
|    clip_fraction        | 0.275     |
|    clip_range           | 0.1       |
|    clip_range_vf        | 0.2       |
|    entropy_loss         | 37.4      |
|    explained_variance   | 0.911     |
|    learning_rate        | 5e-05     |
|    loss                 | 0.741     |
|    n_updates            | 280       |
|    policy_gradient_loss | 0.00209   |
|    std                  | 0.0542    |
|    value_loss           | 0.445     |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 464         |
|    ep_rew_mean          | 18.1        |
| time/                   |             |
|    fps                  | 2028        |
|    iterations           | 30          |
|    time_elapsed         | 1938        |
|    total_timesteps      | 3932160     |
| train/                  |             |
|    adaptive_lr          | 5e-05       |
|    approx_kl            | 0.006268888 |
|    clip_fraction        | 0.276       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 37.3        |
|    explained_variance   | 0.908       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.786       |
|    n_updates            | 290         |
|    policy_gradient_loss | 0.00177     |
|    std                  | 0.0544      |
|    value_loss           | 0.473       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 509          |
|    ep_rew_mean          | 19.5         |
| time/                   |              |
|    fps                  | 2027         |
|    iterations           | 31           |
|    time_elapsed         | 2003         |
|    total_timesteps      | 4063232      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0060344534 |
|    clip_fraction        | 0.27         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 37.2         |
|    explained_variance   | 0.907        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.788        |
|    n_updates            | 300          |
|    policy_gradient_loss | 0.00179      |
|    std                  | 0.0546       |
|    value_loss           | 0.467        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 485         |
|    ep_rew_mean          | 18.8        |
| time/                   |             |
|    fps                  | 2027        |
|    iterations           | 32          |
|    time_elapsed         | 2068        |
|    total_timesteps      | 4194304     |
| train/                  |             |
|    adaptive_lr          | 5e-05       |
|    approx_kl            | 0.006061946 |
|    clip_fraction        | 0.267       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 37.2        |
|    explained_variance   | 0.9         |
|    learning_rate        | 5e-05       |
|    loss                 | 0.837       |
|    n_updates            | 310         |
|    policy_gradient_loss | 0.00198     |
|    std                  | 0.0548      |
|    value_loss           | 0.486       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 525          |
|    ep_rew_mean          | 20.3         |
| time/                   |              |
|    fps                  | 2027         |
|    iterations           | 33           |
|    time_elapsed         | 2133         |
|    total_timesteps      | 4325376      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0058460683 |
|    clip_fraction        | 0.264        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 37.1         |
|    explained_variance   | 0.903        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.766        |
|    n_updates            | 320          |
|    policy_gradient_loss | 0.00194      |
|    std                  | 0.055        |
|    value_loss           | 0.444        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 527         |
|    ep_rew_mean          | 20          |
| time/                   |             |
|    fps                  | 2026        |
|    iterations           | 34          |
|    time_elapsed         | 2198        |
|    total_timesteps      | 4456448     |
| train/                  |             |
|    adaptive_lr          | 5e-05       |
|    approx_kl            | 0.005764379 |
|    clip_fraction        | 0.259       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 37          |
|    explained_variance   | 0.905       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.84        |
|    n_updates            | 330         |
|    policy_gradient_loss | 0.00183     |
|    std                  | 0.0552      |
|    value_loss           | 0.444       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 503          |
|    ep_rew_mean          | 19.3         |
| time/                   |              |
|    fps                  | 2025         |
|    iterations           | 35           |
|    time_elapsed         | 2264         |
|    total_timesteps      | 4587520      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0060245907 |
|    clip_fraction        | 0.261        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.9         |
|    explained_variance   | 0.919        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.776        |
|    n_updates            | 340          |
|    policy_gradient_loss | 0.00167      |
|    std                  | 0.0553       |
|    value_loss           | 0.408        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 489          |
|    ep_rew_mean          | 19.1         |
| time/                   |              |
|    fps                  | 2024         |
|    iterations           | 36           |
|    time_elapsed         | 2330         |
|    total_timesteps      | 4718592      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0059290705 |
|    clip_fraction        | 0.264        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.8         |
|    explained_variance   | 0.914        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.785        |
|    n_updates            | 350          |
|    policy_gradient_loss | 0.00145      |
|    std                  | 0.0555       |
|    value_loss           | 0.423        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 509         |
|    ep_rew_mean          | 19.8        |
| time/                   |             |
|    fps                  | 2024        |
|    iterations           | 37          |
|    time_elapsed         | 2395        |
|    total_timesteps      | 4849664     |
| train/                  |             |
|    adaptive_lr          | 5e-05       |
|    approx_kl            | 0.005887977 |
|    clip_fraction        | 0.26        |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 36.7        |
|    explained_variance   | 0.91        |
|    learning_rate        | 5e-05       |
|    loss                 | 0.781       |
|    n_updates            | 360         |
|    policy_gradient_loss | 0.00181     |
|    std                  | 0.0557      |
|    value_loss           | 0.445       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 595          |
|    ep_rew_mean          | 22.8         |
| time/                   |              |
|    fps                  | 2024         |
|    iterations           | 38           |
|    time_elapsed         | 2459         |
|    total_timesteps      | 4980736      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0058693937 |
|    clip_fraction        | 0.25         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.7         |
|    explained_variance   | 0.908        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.73         |
|    n_updates            | 370          |
|    policy_gradient_loss | 0.0015       |
|    std                  | 0.0559       |
|    value_loss           | 0.407        |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 582        |
|    ep_rew_mean          | 22.3       |
| time/                   |            |
|    fps                  | 2024       |
|    iterations           | 39         |
|    time_elapsed         | 2524       |
|    total_timesteps      | 5111808    |
| train/                  |            |
|    adaptive_lr          | 5e-05      |
|    approx_kl            | 0.00579079 |
|    clip_fraction        | 0.253      |
|    clip_range           | 0.1        |
|    clip_range_vf        | 0.2        |
|    entropy_loss         | 36.6       |
|    explained_variance   | 0.905      |
|    learning_rate        | 5e-05      |
|    loss                 | 0.739      |
|    n_updates            | 380        |
|    policy_gradient_loss | 0.00137    |
|    std                  | 0.0561     |
|    value_loss           | 0.402      |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 587          |
|    ep_rew_mean          | 22.8         |
| time/                   |              |
|    fps                  | 2024         |
|    iterations           | 40           |
|    time_elapsed         | 2590         |
|    total_timesteps      | 5242880      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
|    approx_kl            | 0.0060867593 |
|    clip_fraction        | 0.255        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.5         |
|    explained_variance   | 0.914        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.751        |
|    n_updates            | 390          |
|    policy_gradient_loss | 0.00134      |
|    std                  | 0.0563       |
|    value_loss           | 0.401        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 523          |
|    ep_rew_mean          | 20.4         |
| time/                   |              |
|    fps                  | 2023         |
|    iterations           | 41           |
|    time_elapsed         | 2655         |
|    total_timesteps      | 5373952      |
| train/                  |              |
|    adaptive_lr          | 5e-05        |
