Logging to /app/envpool/data/beta/20260822_stage1
---------------------------------
| rollout/           |          |
|    time_elapsed         | 333          |
|    total_timesteps      | 917504       |
| train/                  |              |
|    approx_kl            | 0.0031896825 |
|    clip_fraction        | 0.13         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.9         |
|    explained_variance   | 0.202        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.5          |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00191     |
|    std                  | 0.0523       |
|    value_loss           | 0.692        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 745         |
|    ep_rew_mean          | 31          |
| time/                   |             |
|    fps                  | 2724        |
|    iterations           | 8           |
|    time_elapsed         | 384         |
|    total_timesteps      | 1048576     |
| train/                  |             |
|    approx_kl            | 0.003143347 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 36.7        |
|    explained_variance   | 0.276       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.45        |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.00193    |
|    std                  | 0.0527      |
|    value_loss           | 0.643       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 711          |
|    ep_rew_mean          | 29.7         |
| time/                   |              |
|    fps                  | 2705         |
|    iterations           | 9            |
|    time_elapsed         | 435          |
|    total_timesteps      | 1179648      |
| train/                  |              |
|    approx_kl            | 0.0032868017 |
|    clip_fraction        | 0.135        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.5         |
|    explained_variance   | 0.342        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.41         |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.00205     |
|    std                  | 0.0532       |
|    value_loss           | 0.592        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 691          |
|    ep_rew_mean          | 28.4         |
| time/                   |              |
|    fps                  | 2692         |
|    iterations           | 10           |
|    time_elapsed         | 486          |
|    total_timesteps      | 1310720      |
| train/                  |              |
|    approx_kl            | 0.0032415933 |
|    clip_fraction        | 0.134        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.3         |
|    explained_variance   | 0.441        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.36         |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00189     |
|    std                  | 0.0536       |
|    value_loss           | 0.549        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 763          |
|    ep_rew_mean          | 32.3         |
| time/                   |              |
|    fps                  | 2680         |
|    iterations           | 11           |
|    time_elapsed         | 537          |
|    total_timesteps      | 1441792      |
| train/                  |              |
|    approx_kl            | 0.0031817704 |
|    clip_fraction        | 0.132        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.1         |
|    explained_variance   | 0.51         |
|    learning_rate        | 1e-05        |
|    loss                 | 2.28         |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00166     |
|    std                  | 0.054        |
|    value_loss           | 0.517        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 607          |
|    ep_rew_mean          | 24.7         |
| time/                   |              |
|    fps                  | 2670         |
|    iterations           | 12           |
|    time_elapsed         | 588          |
|    total_timesteps      | 1572864      |
| train/                  |              |
|    approx_kl            | 0.0032433996 |
|    clip_fraction        | 0.137        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.9         |
|    explained_variance   | 0.525        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.26         |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.00173     |
|    std                  | 0.0545       |
|    value_loss           | 0.504        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 757          |
|    ep_rew_mean          | 31.8         |
| time/                   |              |
|    fps                  | 2663         |
|    iterations           | 13           |
|    time_elapsed         | 639          |
|    total_timesteps      | 1703936      |
| train/                  |              |
|    approx_kl            | 0.0031350749 |
|    clip_fraction        | 0.132        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.7         |
|    explained_variance   | 0.594        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.26         |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.0016      |
|    std                  | 0.0549       |
|    value_loss           | 0.481        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 711          |
|    ep_rew_mean          | 30           |
| time/                   |              |
|    fps                  | 2656         |
|    iterations           | 14           |
|    time_elapsed         | 690          |
|    total_timesteps      | 1835008      |
| train/                  |              |
|    approx_kl            | 0.0032834318 |
|    clip_fraction        | 0.139        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.5         |
|    explained_variance   | 0.558        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.26         |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.00173     |
|    std                  | 0.0554       |
|    value_loss           | 0.483        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 690          |
|    ep_rew_mean          | 28.8         |
| time/                   |              |
|    fps                  | 2651         |
|    iterations           | 15           |
|    time_elapsed         | 741          |
|    total_timesteps      | 1966080      |
| train/                  |              |
|    approx_kl            | 0.0032129632 |
|    clip_fraction        | 0.134        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.3         |
|    explained_variance   | 0.644        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.19         |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.00179     |
|    std                  | 0.0559       |
|    value_loss           | 0.47         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 740          |
|    ep_rew_mean          | 31.3         |
| time/                   |              |
|    fps                  | 2647         |
|    iterations           | 16           |
|    time_elapsed         | 792          |
|    total_timesteps      | 2097152      |
| train/                  |              |
|    approx_kl            | 0.0032071886 |
|    clip_fraction        | 0.133        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.1         |
|    explained_variance   | 0.668        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.19         |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.00153     |
|    std                  | 0.0563       |
|    value_loss           | 0.474        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 714         |
|    ep_rew_mean          | 30.1        |
| time/                   |             |
|    fps                  | 2641        |
|    iterations           | 17          |
|    time_elapsed         | 843         |
|    total_timesteps      | 2228224     |
| train/                  |             |
|    approx_kl            | 0.003360521 |
|    clip_fraction        | 0.142       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 34.9        |
|    explained_variance   | 0.599       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.24        |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.00152    |
|    std                  | 0.0568      |
|    value_loss           | 0.49        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 671          |
|    ep_rew_mean          | 27.4         |
| time/                   |              |
|    fps                  | 2638         |
|    iterations           | 18           |
|    time_elapsed         | 894          |
|    total_timesteps      | 2359296      |
| train/                  |              |
|    approx_kl            | 0.0031225588 |
|    clip_fraction        | 0.133        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 34.7         |
|    explained_variance   | 0.693        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.2          |
|    n_updates            | 170          |
|    policy_gradient_loss | -0.00153     |
|    std                  | 0.0572       |
|    value_loss           | 0.524        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 716          |
|    ep_rew_mean          | 29.5         |
| time/                   |              |
|    fps                  | 2634         |
|    iterations           | 19           |
|    time_elapsed         | 945          |
|    total_timesteps      | 2490368      |
| train/                  |              |
|    approx_kl            | 0.0033328943 |
|    clip_fraction        | 0.143        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 34.5         |
|    explained_variance   | 0.739        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.14         |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00214     |
|    std                  | 0.0577       |
|    value_loss           | 0.453        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 673          |
|    ep_rew_mean          | 27.7         |
| time/                   |              |
|    fps                  | 2631         |
|    iterations           | 20           |
|    time_elapsed         | 996          |
|    total_timesteps      | 2621440      |
| train/                  |              |
|    approx_kl            | 0.0033826625 |
|    clip_fraction        | 0.145        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 34.3         |
|    explained_variance   | 0.723        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.21         |
|    n_updates            | 190          |
|    policy_gradient_loss | -0.00188     |
|    std                  | 0.0582       |
|    value_loss           | 0.531        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 722          |
|    ep_rew_mean          | 30.3         |
| time/                   |              |
|    fps                  | 2628         |
|    iterations           | 21           |
|    time_elapsed         | 1047         |
|    total_timesteps      | 2752512      |
| train/                  |              |
|    approx_kl            | 0.0032854327 |
|    clip_fraction        | 0.14         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 34.1         |
|    explained_variance   | 0.713        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.2          |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00176     |
|    std                  | 0.0587       |
|    value_loss           | 0.515        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 710          |
|    ep_rew_mean          | 29.8         |
| time/                   |              |
|    fps                  | 2626         |
|    iterations           | 22           |
|    time_elapsed         | 1097         |
|    total_timesteps      | 2883584      |
| train/                  |              |
|    approx_kl            | 0.0033233338 |
|    clip_fraction        | 0.142        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 33.9         |
|    explained_variance   | 0.688        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.21         |
|    n_updates            | 210          |
|    policy_gradient_loss | -0.00158     |
|    std                  | 0.0592       |
|    value_loss           | 0.583        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 681          |
|    ep_rew_mean          | 28.4         |
| time/                   |              |
|    fps                  | 2624         |
|    iterations           | 23           |
|    time_elapsed         | 1148         |
|    total_timesteps      | 3014656      |
| train/                  |              |
|    approx_kl            | 0.0033449023 |
|    clip_fraction        | 0.142        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 33.7         |
|    explained_variance   | 0.725        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.15         |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.00168     |
|    std                  | 0.0597       |
|    value_loss           | 0.545        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 718          |
|    ep_rew_mean          | 29.9         |
| time/                   |              |
|    fps                  | 2621         |
|    iterations           | 24           |
|    time_elapsed         | 1199         |
|    total_timesteps      | 3145728      |
| train/                  |              |
|    approx_kl            | 0.0034356387 |
|    clip_fraction        | 0.144        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 33.5         |
|    explained_variance   | 0.719        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.41         |
|    n_updates            | 230          |
|    policy_gradient_loss | -0.00179     |
|    std                  | 0.0602       |
|    value_loss           | 0.596        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 740          |
|    ep_rew_mean          | 31           |
| time/                   |              |
|    fps                  | 2619         |
|    iterations           | 25           |
|    time_elapsed         | 1250         |
|    total_timesteps      | 3276800      |
| train/                  |              |
|    approx_kl            | 0.0034369407 |
|    clip_fraction        | 0.141        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 33.3         |
|    explained_variance   | 0.759        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.41         |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00187     |
|    std                  | 0.0607       |
|    value_loss           | 0.582        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 766          |
|    ep_rew_mean          | 32.5         |
| time/                   |              |
|    fps                  | 2617         |
|    iterations           | 26           |
|    time_elapsed         | 1301         |
|    total_timesteps      | 3407872      |
| train/                  |              |
|    approx_kl            | 0.0033769836 |
|    clip_fraction        | 0.143        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 33.1         |
|    explained_variance   | 0.74         |
|    learning_rate        | 1e-05        |
|    loss                 | 2.39         |
|    n_updates            | 250          |
|    policy_gradient_loss | -0.00151     |
|    std                  | 0.0612       |
|    value_loss           | 0.594        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 721          |
|    ep_rew_mean          | 30.3         |
| time/                   |              |
|    fps                  | 2616         |
|    iterations           | 27           |
|    time_elapsed         | 1352         |
|    total_timesteps      | 3538944      |
| train/                  |              |
|    approx_kl            | 0.0034942767 |
|    clip_fraction        | 0.148        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 32.9         |
|    explained_variance   | 0.745        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.22         |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.00196     |
|    std                  | 0.0617       |
|    value_loss           | 0.614        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 773          |
|    ep_rew_mean          | 32.3         |
| time/                   |              |
|    fps                  | 2614         |
|    iterations           | 28           |
|    time_elapsed         | 1403         |
|    total_timesteps      | 3670016      |
| train/                  |              |
|    approx_kl            | 0.0034873262 |
|    clip_fraction        | 0.144        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 32.7         |
|    explained_variance   | 0.734        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.41         |
|    n_updates            | 270          |
|    policy_gradient_loss | -0.00167     |
|    std                  | 0.0622       |
|    value_loss           | 0.651        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 740          |
|    ep_rew_mean          | 31.3         |
| time/                   |              |
|    fps                  | 2613         |
|    iterations           | 29           |
|    time_elapsed         | 1454         |
|    total_timesteps      | 3801088      |
| train/                  |              |
|    approx_kl            | 0.0034440146 |
|    clip_fraction        | 0.145        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 32.5         |
|    explained_variance   | 0.728        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.26         |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00154     |
|    std                  | 0.0628       |
|    value_loss           | 0.641        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 717          |
|    ep_rew_mean          | 30           |
| time/                   |              |
|    fps                  | 2612         |
|    iterations           | 30           |
|    time_elapsed         | 1505         |
|    total_timesteps      | 3932160      |
| train/                  |              |
|    approx_kl            | 0.0032936116 |
|    clip_fraction        | 0.141        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 32.3         |
|    explained_variance   | 0.733        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.21         |
|    n_updates            | 290          |
|    policy_gradient_loss | -0.00164     |
|    std                  | 0.0633       |
|    value_loss           | 0.659        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 709          |
|    ep_rew_mean          | 29.7         |
| time/                   |              |
|    fps                  | 2610         |
|    iterations           | 31           |
|    time_elapsed         | 1556         |
|    total_timesteps      | 4063232      |
| train/                  |              |
|    approx_kl            | 0.0034953314 |
|    clip_fraction        | 0.148        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 32.1         |
|    explained_variance   | 0.771        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.36         |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00176     |
|    std                  | 0.0638       |
|    value_loss           | 0.646        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 743          |
|    ep_rew_mean          | 31.2         |
| time/                   |              |
|    fps                  | 2610         |
|    iterations           | 32           |
|    time_elapsed         | 1606         |
|    total_timesteps      | 4194304      |
| train/                  |              |
|    approx_kl            | 0.0033876775 |
|    clip_fraction        | 0.14         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 31.9         |
|    explained_variance   | 0.761        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.09         |
|    n_updates            | 310          |
|    policy_gradient_loss | -0.0016      |
|    std                  | 0.0644       |
|    value_loss           | 0.671        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 692          |
|    ep_rew_mean          | 28.9         |
| time/                   |              |
|    fps                  | 2609         |
|    iterations           | 33           |
|    time_elapsed         | 1657         |
|    total_timesteps      | 4325376      |
| train/                  |              |
|    approx_kl            | 0.0033702566 |
|    clip_fraction        | 0.142        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 31.7         |
|    explained_variance   | 0.768        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.27         |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00154     |
|    std                  | 0.0649       |
|    value_loss           | 0.692        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 750         |
|    ep_rew_mean          | 31.7        |
| time/                   |             |
|    fps                  | 2608        |
|    iterations           | 34          |
|    time_elapsed         | 1708        |
|    total_timesteps      | 4456448     |
| train/                  |             |
|    approx_kl            | 0.003402671 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 31.5        |
|    explained_variance   | 0.771       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.18        |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.00167    |
|    std                  | 0.0654      |
|    value_loss           | 0.637       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 716          |
|    ep_rew_mean          | 30.1         |
| time/                   |              |
|    fps                  | 2607         |
|    iterations           | 35           |
|    time_elapsed         | 1759         |
|    total_timesteps      | 4587520      |
| train/                  |              |
|    approx_kl            | 0.0033259136 |
|    clip_fraction        | 0.139        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 31.3         |
|    explained_variance   | 0.735        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.28         |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.00138     |
|    std                  | 0.066        |
|    value_loss           | 0.707        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 757          |
|    ep_rew_mean          | 32.1         |
| time/                   |              |
|    fps                  | 2606         |
|    iterations           | 36           |
|    time_elapsed         | 1809         |
|    total_timesteps      | 4718592      |
| train/                  |              |
|    approx_kl            | 0.0034182994 |
|    clip_fraction        | 0.143        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 31.1         |
|    explained_variance   | 0.77         |
|    learning_rate        | 1e-05        |
|    loss                 | 2.23         |
|    n_updates            | 350          |
|    policy_gradient_loss | -0.00165     |
|    std                  | 0.0666       |
|    value_loss           | 0.702        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 737          |
|    ep_rew_mean          | 30.9         |
| time/                   |              |
|    fps                  | 2605         |
|    iterations           | 37           |
|    time_elapsed         | 1861         |
|    total_timesteps      | 4849664      |
| train/                  |              |
|    approx_kl            | 0.0034541846 |
|    clip_fraction        | 0.146        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 30.9         |
|    explained_variance   | 0.771        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.09         |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.00177     |
|    std                  | 0.0671       |
|    value_loss           | 0.613        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 687          |
|    ep_rew_mean          | 28.9         |
| time/                   |              |
|    fps                  | 2605         |
|    iterations           | 38           |
|    time_elapsed         | 1911         |
|    total_timesteps      | 4980736      |
| train/                  |              |
|    approx_kl            | 0.0033725034 |
|    clip_fraction        | 0.14         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 30.7         |
|    explained_variance   | 0.765        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.15         |
|    n_updates            | 370          |
|    policy_gradient_loss | -0.00159     |
|    std                  | 0.0677       |
|    value_loss           | 0.729        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 728          |
|    ep_rew_mean          | 30.6         |
| time/                   |              |
|    fps                  | 2604         |
|    iterations           | 39           |
|    time_elapsed         | 1963         |
|    total_timesteps      | 5111808      |
| train/                  |              |
|    approx_kl            | 0.0033669202 |
|    clip_fraction        | 0.141        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 30.5         |
|    explained_variance   | 0.783        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.02         |
|    n_updates            | 380          |
|    policy_gradient_loss | -0.00208     |
|    std                  | 0.0683       |
|    value_loss           | 0.63         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 750          |
|    ep_rew_mean          | 31.6         |
| time/                   |              |
|    fps                  | 2603         |
|    iterations           | 40           |
|    time_elapsed         | 2014         |
|    total_timesteps      | 5242880      |
| train/                  |              |
|    approx_kl            | 0.0033627453 |
|    clip_fraction        | 0.142        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 30.3         |
|    explained_variance   | 0.764        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.22         |
|    n_updates            | 390          |
|    policy_gradient_loss | -0.00161     |
|    std                  | 0.0688       |
|    value_loss           | 0.711        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 700          |
|    ep_rew_mean          | 29.2         |
| time/                   |              |
|    fps                  | 2602         |
|    iterations           | 41           |
|    time_elapsed         | 2064         |
|    total_timesteps      | 5373952      |
| train/                  |              |
|    approx_kl            | 0.0033262814 |
|    clip_fraction        | 0.139        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 30.1         |
|    explained_variance   | 0.768        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.17         |
|    n_updates            | 400          |
|    policy_gradient_loss | -0.00149     |
|    std                  | 0.0694       |
|    value_loss           | 0.634        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 685          |
|    ep_rew_mean          | 28.8         |
| time/                   |              |
|    fps                  | 2602         |
|    iterations           | 42           |
|    time_elapsed         | 2115         |
|    total_timesteps      | 5505024      |
| train/                  |              |
|    approx_kl            | 0.0032578344 |
|    clip_fraction        | 0.138        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 29.9         |
|    explained_variance   | 0.756        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.12         |
|    n_updates            | 410          |
|    policy_gradient_loss | -0.00154     |
|    std                  | 0.07         |
|    value_loss           | 0.752        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 779         |
|    ep_rew_mean          | 32.7        |
| time/                   |             |
|    fps                  | 2601        |
|    iterations           | 43          |
|    time_elapsed         | 2166        |
|    total_timesteps      | 5636096     |
| train/                  |             |
|    approx_kl            | 0.003362862 |
|    clip_fraction        | 0.137       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 29.7        |
|    explained_variance   | 0.787       |
