Logging to data/tb_logs/20251203_191730
---------------------------------
| rollout/           |          |
|    n_updates            | 40           |
|    policy_gradient_loss | -0.0113      |
|    std                  | 0.05         |
|    value_loss           | 0.747        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 560          |
|    ep_rew_mean          | 18.2         |
| time/                   |              |
|    fps                  | 5007         |
|    iterations           | 6            |
|    time_elapsed         | 19           |
|    total_timesteps      | 98304        |
| train/                  |              |
|    approx_kl            | 0.0031002196 |
|    clip_fraction        | 0.133        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.2         |
|    explained_variance   | 0.52         |
|    learning_rate        | 1e-05        |
|    loss                 | 2.45         |
|    n_updates            | 50           |
|    policy_gradient_loss | -0.0106      |
|    std                  | 0.0501       |
|    value_loss           | 0.743        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 629          |
|    ep_rew_mean          | 21.2         |
| time/                   |              |
|    fps                  | 4934         |
|    iterations           | 7            |
|    time_elapsed         | 23           |
|    total_timesteps      | 114688       |
| train/                  |              |
|    approx_kl            | 0.0030360725 |
|    clip_fraction        | 0.132        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.2         |
|    explained_variance   | 0.542        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.48         |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00999     |
|    std                  | 0.0501       |
|    value_loss           | 0.736        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 577          |
|    ep_rew_mean          | 19.5         |
| time/                   |              |
|    fps                  | 4909         |
|    iterations           | 8            |
|    time_elapsed         | 26           |
|    total_timesteps      | 131072       |
| train/                  |              |
|    approx_kl            | 0.0032568397 |
|    clip_fraction        | 0.149        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.2         |
|    explained_variance   | 0.589        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.46         |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.0108      |
|    std                  | 0.0502       |
|    value_loss           | 0.737        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 585          |
|    ep_rew_mean          | 20           |
| time/                   |              |
|    fps                  | 4873         |
|    iterations           | 9            |
|    time_elapsed         | 30           |
|    total_timesteps      | 147456       |
| train/                  |              |
|    approx_kl            | 0.0030940338 |
|    clip_fraction        | 0.141        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.2         |
|    explained_variance   | 0.698        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.51         |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.0109      |
|    std                  | 0.0503       |
|    value_loss           | 0.74         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 547          |
|    ep_rew_mean          | 18.4         |
| time/                   |              |
|    fps                  | 4776         |
|    iterations           | 10           |
|    time_elapsed         | 34           |
|    total_timesteps      | 163840       |
| train/                  |              |
|    approx_kl            | 0.0032564572 |
|    clip_fraction        | 0.15         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.1         |
|    explained_variance   | 0.707        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.38         |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.0115      |
|    std                  | 0.0503       |
|    value_loss           | 0.663        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 544          |
|    ep_rew_mean          | 18.3         |
| time/                   |              |
|    fps                  | 4804         |
|    iterations           | 11           |
|    time_elapsed         | 37           |
|    total_timesteps      | 180224       |
| train/                  |              |
|    approx_kl            | 0.0030559008 |
|    clip_fraction        | 0.128        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.1         |
|    explained_variance   | 0.726        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.4          |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.0112      |
|    std                  | 0.0504       |
|    value_loss           | 0.651        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 531          |
|    ep_rew_mean          | 18           |
| time/                   |              |
|    fps                  | 4817         |
|    iterations           | 12           |
|    time_elapsed         | 40           |
|    total_timesteps      | 196608       |
| train/                  |              |
|    approx_kl            | 0.0031766086 |
|    clip_fraction        | 0.141        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.1         |
|    explained_variance   | 0.763        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.5          |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.0114      |
|    std                  | 0.0504       |
|    value_loss           | 0.788        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 490          |
|    ep_rew_mean          | 16.7         |
| time/                   |              |
|    fps                  | 4824         |
|    iterations           | 13           |
|    time_elapsed         | 44           |
|    total_timesteps      | 212992       |
| train/                  |              |
|    approx_kl            | 0.0030871662 |
|    clip_fraction        | 0.134        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36.1         |
|    explained_variance   | 0.703        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.44         |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.0107      |
|    std                  | 0.0505       |
|    value_loss           | 0.725        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 530          |
|    ep_rew_mean          | 18.5         |
| time/                   |              |
|    fps                  | 4807         |
|    iterations           | 14           |
|    time_elapsed         | 47           |
|    total_timesteps      | 229376       |
| train/                  |              |
|    approx_kl            | 0.0030133713 |
|    clip_fraction        | 0.125        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36           |
|    explained_variance   | 0.757        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.41         |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.011       |
|    std                  | 0.0506       |
|    value_loss           | 0.656        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 575          |
|    ep_rew_mean          | 20.3         |
| time/                   |              |
|    fps                  | 4811         |
|    iterations           | 15           |
|    time_elapsed         | 51           |
|    total_timesteps      | 245760       |
| train/                  |              |
|    approx_kl            | 0.0030329984 |
|    clip_fraction        | 0.131        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36           |
|    explained_variance   | 0.704        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.37         |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.0106      |
|    std                  | 0.0506       |
|    value_loss           | 0.633        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 579          |
|    ep_rew_mean          | 20.3         |
| time/                   |              |
|    fps                  | 4829         |
|    iterations           | 16           |
|    time_elapsed         | 54           |
|    total_timesteps      | 262144       |
| train/                  |              |
|    approx_kl            | 0.0030702439 |
|    clip_fraction        | 0.136        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 36           |
|    explained_variance   | 0.766        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.38         |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.0108      |
|    std                  | 0.0507       |
|    value_loss           | 0.604        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 570          |
|    ep_rew_mean          | 19.9         |
| time/                   |              |
|    fps                  | 4831         |
|    iterations           | 17           |
|    time_elapsed         | 57           |
|    total_timesteps      | 278528       |
| train/                  |              |
|    approx_kl            | 0.0028886492 |
|    clip_fraction        | 0.126        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.9         |
|    explained_variance   | 0.771        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.33         |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.0103      |
|    std                  | 0.0508       |
|    value_loss           | 0.638        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 574          |
|    ep_rew_mean          | 20           |
| time/                   |              |
|    fps                  | 4829         |
|    iterations           | 18           |
|    time_elapsed         | 61           |
|    total_timesteps      | 294912       |
| train/                  |              |
|    approx_kl            | 0.0031820796 |
|    clip_fraction        | 0.147        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.9         |
|    explained_variance   | 0.775        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.48         |
|    n_updates            | 170          |
|    policy_gradient_loss | -0.0118      |
|    std                  | 0.0508       |
|    value_loss           | 0.764        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 568          |
|    ep_rew_mean          | 20           |
| time/                   |              |
|    fps                  | 4836         |
|    iterations           | 19           |
|    time_elapsed         | 64           |
|    total_timesteps      | 311296       |
| train/                  |              |
|    approx_kl            | 0.0030371924 |
|    clip_fraction        | 0.138        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.9         |
|    explained_variance   | 0.712        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.39         |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.0103      |
|    std                  | 0.0509       |
|    value_loss           | 0.662        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 584          |
|    ep_rew_mean          | 20.6         |
| time/                   |              |
|    fps                  | 4836         |
|    iterations           | 20           |
|    time_elapsed         | 67           |
|    total_timesteps      | 327680       |
| train/                  |              |
|    approx_kl            | 0.0028955708 |
|    clip_fraction        | 0.132        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.9         |
|    explained_variance   | 0.782        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.42         |
|    n_updates            | 190          |
|    policy_gradient_loss | -0.0103      |
|    std                  | 0.0509       |
|    value_loss           | 0.71         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 528          |
|    ep_rew_mean          | 17.9         |
| time/                   |              |
|    fps                  | 4836         |
|    iterations           | 21           |
|    time_elapsed         | 71           |
|    total_timesteps      | 344064       |
| train/                  |              |
|    approx_kl            | 0.0029851317 |
|    clip_fraction        | 0.127        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.8         |
|    explained_variance   | 0.834        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.36         |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.0117      |
|    std                  | 0.051        |
|    value_loss           | 0.594        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 478          |
|    ep_rew_mean          | 15.6         |
| time/                   |              |
|    fps                  | 4841         |
|    iterations           | 22           |
|    time_elapsed         | 74           |
|    total_timesteps      | 360448       |
| train/                  |              |
|    approx_kl            | 0.0030623921 |
|    clip_fraction        | 0.134        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.8         |
|    explained_variance   | 0.777        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.4          |
|    n_updates            | 210          |
|    policy_gradient_loss | -0.0115      |
|    std                  | 0.051        |
|    value_loss           | 0.731        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | 16.7         |
| time/                   |              |
|    fps                  | 4836         |
|    iterations           | 23           |
|    time_elapsed         | 77           |
|    total_timesteps      | 376832       |
| train/                  |              |
|    approx_kl            | 0.0033478294 |
|    clip_fraction        | 0.152        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.8         |
|    explained_variance   | 0.783        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.52         |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.0126      |
|    std                  | 0.0511       |
|    value_loss           | 0.744        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 529         |
|    ep_rew_mean          | 18          |
| time/                   |             |
|    fps                  | 4849        |
|    iterations           | 24          |
|    time_elapsed         | 81          |
|    total_timesteps      | 393216      |
| train/                  |             |
|    approx_kl            | 0.003023893 |
|    clip_fraction        | 0.138       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 35.7        |
|    explained_variance   | 0.815       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.34        |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.011      |
|    std                  | 0.0512      |
|    value_loss           | 0.597       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 524          |
|    ep_rew_mean          | 18           |
| time/                   |              |
|    fps                  | 4858         |
|    iterations           | 25           |
|    time_elapsed         | 84           |
|    total_timesteps      | 409600       |
| train/                  |              |
|    approx_kl            | 0.0030882792 |
|    clip_fraction        | 0.14         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.7         |
|    explained_variance   | 0.857        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.3          |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.0109      |
|    std                  | 0.0512       |
|    value_loss           | 0.609        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 530          |
|    ep_rew_mean          | 18.2         |
| time/                   |              |
|    fps                  | 4872         |
|    iterations           | 26           |
|    time_elapsed         | 87           |
|    total_timesteps      | 425984       |
| train/                  |              |
|    approx_kl            | 0.0030105212 |
|    clip_fraction        | 0.13         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.7         |
|    explained_variance   | 0.787        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.39         |
|    n_updates            | 250          |
|    policy_gradient_loss | -0.0114      |
|    std                  | 0.0513       |
|    value_loss           | 0.775        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 526         |
|    ep_rew_mean          | 18.1        |
| time/                   |             |
|    fps                  | 4887        |
|    iterations           | 27          |
|    time_elapsed         | 90          |
|    total_timesteps      | 442368      |
| train/                  |             |
|    approx_kl            | 0.003218078 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 35.7        |
|    explained_variance   | 0.773       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.51        |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.0115     |
|    std                  | 0.0514      |
|    value_loss           | 0.677       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 519          |
|    ep_rew_mean          | 18           |
| time/                   |              |
|    fps                  | 4895         |
|    iterations           | 28           |
|    time_elapsed         | 93           |
|    total_timesteps      | 458752       |
| train/                  |              |
|    approx_kl            | 0.0029500131 |
|    clip_fraction        | 0.127        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.6         |
|    explained_variance   | 0.808        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.34         |
|    n_updates            | 270          |
|    policy_gradient_loss | -0.0114      |
|    std                  | 0.0514       |
|    value_loss           | 0.589        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 528          |
|    ep_rew_mean          | 18.2         |
| time/                   |              |
|    fps                  | 4905         |
|    iterations           | 29           |
|    time_elapsed         | 96           |
|    total_timesteps      | 475136       |
| train/                  |              |
|    approx_kl            | 0.0032943268 |
|    clip_fraction        | 0.147        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.6         |
|    explained_variance   | 0.813        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.31         |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.0113      |
|    std                  | 0.0515       |
|    value_loss           | 0.62         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 481          |
|    ep_rew_mean          | 16.1         |
| time/                   |              |
|    fps                  | 4914         |
|    iterations           | 30           |
|    time_elapsed         | 100          |
|    total_timesteps      | 491520       |
| train/                  |              |
|    approx_kl            | 0.0032545044 |
|    clip_fraction        | 0.145        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.6         |
|    explained_variance   | 0.799        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.19         |
|    n_updates            | 290          |
|    policy_gradient_loss | -0.0109      |
|    std                  | 0.0515       |
|    value_loss           | 0.48         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 511          |
|    ep_rew_mean          | 17.1         |
| time/                   |              |
|    fps                  | 4923         |
|    iterations           | 31           |
|    time_elapsed         | 103          |
|    total_timesteps      | 507904       |
| train/                  |              |
|    approx_kl            | 0.0030841236 |
|    clip_fraction        | 0.136        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.6         |
|    explained_variance   | 0.836        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.5          |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.0118      |
|    std                  | 0.0516       |
|    value_loss           | 0.683        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 497          |
|    ep_rew_mean          | 16.3         |
| time/                   |              |
|    fps                  | 4932         |
|    iterations           | 32           |
|    time_elapsed         | 106          |
|    total_timesteps      | 524288       |
| train/                  |              |
|    approx_kl            | 0.0031666756 |
|    clip_fraction        | 0.142        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.5         |
|    explained_variance   | 0.859        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.34         |
|    n_updates            | 310          |
|    policy_gradient_loss | -0.0117      |
|    std                  | 0.0517       |
|    value_loss           | 0.584        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 547          |
|    ep_rew_mean          | 18.5         |
| time/                   |              |
|    fps                  | 4940         |
|    iterations           | 33           |
|    time_elapsed         | 109          |
|    total_timesteps      | 540672       |
| train/                  |              |
|    approx_kl            | 0.0033889816 |
|    clip_fraction        | 0.148        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.5         |
|    explained_variance   | 0.831        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.35         |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.011       |
|    std                  | 0.0517       |
|    value_loss           | 0.592        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 522         |
|    ep_rew_mean          | 17.5        |
| time/                   |             |
|    fps                  | 4951        |
|    iterations           | 34          |
|    time_elapsed         | 112         |
|    total_timesteps      | 557056      |
| train/                  |             |
|    approx_kl            | 0.003260299 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 35.5        |
|    explained_variance   | 0.774       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.38        |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.0107     |
|    std                  | 0.0518      |
|    value_loss           | 0.65        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 535          |
|    ep_rew_mean          | 18.4         |
| time/                   |              |
|    fps                  | 4944         |
|    iterations           | 35           |
|    time_elapsed         | 115          |
|    total_timesteps      | 573440       |
| train/                  |              |
|    approx_kl            | 0.0031111315 |
|    clip_fraction        | 0.133        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.4         |
|    explained_variance   | 0.849        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.23         |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.011       |
|    std                  | 0.0519       |
|    value_loss           | 0.564        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 474          |
|    ep_rew_mean          | 16.2         |
| time/                   |              |
|    fps                  | 4946         |
|    iterations           | 36           |
|    time_elapsed         | 119          |
|    total_timesteps      | 589824       |
| train/                  |              |
|    approx_kl            | 0.0030141217 |
|    clip_fraction        | 0.133        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.4         |
|    explained_variance   | 0.829        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.2          |
|    n_updates            | 350          |
|    policy_gradient_loss | -0.0102      |
|    std                  | 0.0519       |
|    value_loss           | 0.496        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 476         |
|    ep_rew_mean          | 16.1        |
| time/                   |             |
|    fps                  | 4947        |
|    iterations           | 37          |
|    time_elapsed         | 122         |
|    total_timesteps      | 606208      |
| train/                  |             |
|    approx_kl            | 0.003311587 |
|    clip_fraction        | 0.147       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 35.4        |
|    explained_variance   | 0.837       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.43        |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.0111     |
|    std                  | 0.052       |
|    value_loss           | 0.755       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 453          |
|    ep_rew_mean          | 15.1         |
| time/                   |              |
|    fps                  | 4926         |
|    iterations           | 38           |
|    time_elapsed         | 126          |
|    total_timesteps      | 622592       |
| train/                  |              |
|    approx_kl            | 0.0031471401 |
|    clip_fraction        | 0.134        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.4         |
|    explained_variance   | 0.844        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.28         |
|    n_updates            | 370          |
|    policy_gradient_loss | -0.011       |
|    std                  | 0.052        |
|    value_loss           | 0.52         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 486         |
|    ep_rew_mean          | 16.3        |
| time/                   |             |
|    fps                  | 4926        |
|    iterations           | 39          |
|    time_elapsed         | 129         |
|    total_timesteps      | 638976      |
| train/                  |             |
|    approx_kl            | 0.003197223 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 35.3        |
|    explained_variance   | 0.848       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.29        |
|    n_updates            | 380         |
|    policy_gradient_loss | -0.0109     |
|    std                  | 0.0521      |
|    value_loss           | 0.547       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 502         |
|    ep_rew_mean          | 17.1        |
| time/                   |             |
|    fps                  | 4934        |
|    iterations           | 40          |
|    time_elapsed         | 132         |
|    total_timesteps      | 655360      |
| train/                  |             |
|    approx_kl            | 0.003226561 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 35.3        |
|    explained_variance   | 0.844       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.31        |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.0108     |
|    std                  | 0.0522      |
|    value_loss           | 0.555       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | 16.9         |
| time/                   |              |
|    fps                  | 4921         |
|    iterations           | 41           |
|    time_elapsed         | 136          |
|    total_timesteps      | 671744       |
| train/                  |              |
|    approx_kl            | 0.0032174285 |
|    clip_fraction        | 0.145        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.3         |
|    explained_variance   | 0.845        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.26         |
|    n_updates            | 400          |
|    policy_gradient_loss | -0.0111      |
|    std                  | 0.0522       |
|    value_loss           | 0.532        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 454          |
|    ep_rew_mean          | 15.1         |
| time/                   |              |
|    fps                  | 4883         |
|    iterations           | 42           |
|    time_elapsed         | 140          |
|    total_timesteps      | 688128       |
| train/                  |              |
|    approx_kl            | 0.0033433358 |
|    clip_fraction        | 0.148        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.2         |
|    explained_variance   | 0.851        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.4          |
|    n_updates            | 410          |
|    policy_gradient_loss | -0.0106      |
|    std                  | 0.0523       |
|    value_loss           | 0.539        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 488          |
|    ep_rew_mean          | 16.5         |
| time/                   |              |
|    fps                  | 4884         |
|    iterations           | 43           |
|    time_elapsed         | 144          |
|    total_timesteps      | 704512       |
| train/                  |              |
|    approx_kl            | 0.0031951168 |
|    clip_fraction        | 0.147        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 35.2         |
|    explained_variance   | 0.857        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.39         |
|    n_updates            | 420          |
|    policy_gradient_loss | -0.0113      |
|    std                  | 0.0524       |
